Module Department,Module Code,Module Name,Event ID,Year,Event Name,Event Type,Duration (minutes),Event Size,Timeslot,WholeClass,Online Delivery,Number of Weeks,Weeks,Room,Room type 2,Room Type 1,Building,Campus,Semester,Room Lock
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:9IBN7XWH6T,Y3,Y3 CFC - Anaesthesia 11 - Phamacology of Analgesics and Link with Physiology of Pain 2,Lecture,50,202,Thursday 10:00,TRUE,,1,14,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:9M9AHURU7I,Y3,Y3 CFC - Small Animal Surgery - Wound Closure/H,Practical,80,10,Tuesday 14:00,FALSE,,1,12,0728_00_G.11,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:A15ADAZPH7,Y3,Y3 CFC - Small Animal Surgery - Hand and Instrument Ties/C,Practical,50,23,Tuesday 15:00,FALSE,,1,13,0728_00_G.11,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:B5SCHW8BEF,Y3,Y3 CFC - Introduction to Pharmacology 10 - Antimicrobials 04,Lecture,50,202,Tuesday 11:00,TRUE,,1,16,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:BMDNESCVOT,Y3,Y3 CFC - Small Animal Surgery - Wound Closure/D,Practical,90,10,Tuesday 15:30,FALSE,,1,12,0728_00_G.11,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:BO9W77Y4S3,Y3,"Y3 CFC - Anaesthesia 29 - Cat, Dogs and Pigs",Seminar,50,202,Thursday 13:00,TRUE,Online Placeholder,1,18,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:C195M5QZ7H,Y3,Y3 CFC - Small Animal Surgery - Wound Closure/B,Practical,90,10,Monday 15:30,FALSE,,1,12,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:CFY1SJKKUZ,Y3,Y3 CFC - Introduction to Pharmacology - Q&A on Antimicrobials,Lecture,50,202,Monday 09:00,TRUE,,1,17,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:CSC6J836S2,Y3,Y3 CFC - Anaesthesia - Breathing Systems/A,Practical,90,23,Wednesday 09:00,FALSE,,1,12,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:DNTLOGM638,Y3,Y3 CFC - Anaesthesia 16 - Analgesia,Lecture,50,202,Friday 10:00,TRUE,,1,17,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:G3JDFMFVQ3,Y3,"Y3 CFC - Diagnostic Imaging 1: Normal Radiographic Anatomy of the Canine, Feline and Equine Skeleton/AB",Tutorial,50,48,Monday 13:00,FALSE,,1,18,0728_00_G.03A,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:HGQGZDP71G,Y3,Y3 CFC - Evidence Based Medicine 02,Lecture,50,202,Wednesday 11:00,TRUE,,1,9,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:PEG6QVDRNT,Y3,Y3 CFC - Introduction to Pharmacology 16 - Anthelmintic Drugs in Dogs and Cats,Lecture,50,202,Wednesday 12:00,TRUE,,1,19,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:QLUPEHNS8B,Y3,Y3 CFC - Small Animal Surgery - Bandaging/H08-23,Practical,90,10,Thursday 15:30,FALSE,,1,14,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS09013_SV1_SEM1_2024/5,Clinical Foundation Course (Yr 3),E:U9HZB26E8V,Y3,Y3 CFC - Informal Chat with Year Director and Administrator (student reps only),Meeting,50,10,Wednesday 13:00,TRUE,,1,15,0728_01_1.43,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS09013_SV1_SEM1_2024/5, BVMS09014_SS1_SEM1_2024/5, BVMS09010_SS1_YR_2024/5","Clinical Foundation Course (Yr 3), Veterinary Pathology, Professional & Clinical Skills (3)",E:6CI4Y2ABY9,Y3,Y3/4/5 SSLC,Jointly Taught Meeting,80,180,Wednesday 13:00,TRUE,,1,19,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,VETS08016_SV1_SEM2_2024/5,Healthy Eating for People and Planet,E:EW6QJZTHJV,Y2,Y2 HEPP - Healthy Eating for People & Planet Lecture & Seminar,Lecture,110,40,Friday 14:00,TRUE,,11,"26, 27, 28, 29, 30, 32, 33, 34, 35, 36, 37",0335_03_3.3,General Teaching,Centrally Allocated Space,Lister Learning and Teaching Centre,Central,Semester 2,No
Royal (Dick) School of Veterinary Studies,VETS08016_SV1_SEM2_2024/5,Healthy Eating for People and Planet,E:MH9AWZUQ91,Y2,Y2 HEPP - Healthy Eating for People & Planet Lecture & Seminar,Lecture,110,40,Wednesday 11:00,TRUE,,8,"26, 27, 28, 30, 34, 35, 36, 37",0210_00_G.04,General Teaching,Centrally Allocated Space,Robson Building,Central,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:135ABLXW8H,Y3,Y3 Cat&Dog - Urine Practical/EF,Practical,80,46,Friday 14:00,FALSE,,1,32,0728_00_G.11,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:147V4U2D1J,Y3,Y3 Cat&Dog - Ophthalmology 6 - Uveitis & Glaucoma,Lecture,50,202,Wednesday 12:00,TRUE,,1,30,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:19A9MWDV5I,Y3,Y3 Cat&Dog - Soft Tissue Surgery - Wound Management Q&A Session,Lecture,50,202,Friday 12:00,TRUE,,1,27,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:1D2XKUUEVW,Y3,Y3 Cat&Dog - Toxicology 02: Treatment of Common Intoxications,Lecture,50,202,Thursday 11:00,TRUE,,1,34,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:1GS85IQDZ8,Y3,Y3 Cat&Dog - Animal Behaviour 3: Psychopharmacology,Lecture,50,202,Friday 10:00,TRUE,,1,34,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:1NXHPSV4LQ,Y3,Y3 Cat&Dog - Joint Radiology/C16-23_D,Practical,110,30,Monday 09:00,FALSE,,1,29,0728_00_G.03,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:1T8NAV8994,Y3,Y3 Cat&Dog - Neurology 7 - Diseases of the Spinal Cord 2,Lecture,50,202,Monday 12:00,TRUE,,1,33,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:1VDBIYTF8V,Y3,Y3 Cat&Dog - Course Organiser & Reps Meeting (Student Reps Only),Meeting,50,10,Wednesday 09:00,TRUE,,1,33,0728_01_1.45,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:1VTVID6YXL,Y3,Y3 Cat&Dog - Ophthalmology Practical/E12-23,Practical,90,12,Tuesday 15:30,FALSE,,1,33,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:2KV55G75PZ,Y3,Y3 Cat&Dog - Dentistry 4: Dentistry Procedures in General Practice,Lecture,50,202,Tuesday 14:00,TRUE,,1,35,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:2MBISPDS46,Y3,Y3 Cat&Dog - Systems Oncology: Dermatology Skin 1,Lecture,50,202,Monday 11:00,TRUE,,1,32,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:36HA539W25,Y3,Y3 Cat&Dog - Urine Practical/BC,Practical,90,46,Thursday 15:30,FALSE,,1,32,0728_00_G.11,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:4BGVMM919U,Y3,Y3 Cat&Dog - Soft Tissue Surgery 13 - Q&A Session,Lecture,50,202,Friday 09:00,TRUE,,1,32,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:4JR5YGWFRE,Y3,Y3 Cat&Dog - Ophthalmology Practical/A01-11,Practical,90,12,Friday 15:30,FALSE,,1,32,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:5IMFM9U4J4,Y3,Y3 Cat&Dog - Soft Tissue Surgery 03 - Oral Surgery,Lecture,50,202,Tuesday 09:00,TRUE,,1,28,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:5IXPDNWFWC,Y3,Y3 Cat&Dog - Diagnostic Imaging 03: Musculoskeletal Imaging,Lecture,50,202,Thursday 13:00,TRUE,,1,34,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:5JZFYXLGC3,Y3,Y3 Cat&Dog - Neurology 5 - DiY3 Cat&Dog - Endocrinology 05: Hyperadrenocorticism & Pheochromocytomaseases of the Vestibular System & Cranial Nerves,Lecture,50,202,Thursday 12:00,TRUE,,1,33,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:5R4MLUD5ZX,Y3,Y3 Cat&Dog - ECC 02: Emergency Diagnostics,Lecture,50,202,Tuesday 13:00,TRUE,,1,26,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:5S8WXCX7K8,Y3,"Y3 Cat&Dog - Soft Tissue Surgery 08 - Surgery of the Large Intestine, Rectum & Anal Sacs",Lecture,50,202,Tuesday 11:00,TRUE,,1,29,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:63B7UIA6EU,Y3,Y3 Cat&Dog - Diagnostic Imaging 06: Imaging of the Head and Spine,Lecture,50,202,Monday 13:00,TRUE,,1,35,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:64SM6U9ZJM,Y3,Y3 Cat&Dog - Fracture Radiology/E_F01-07,Practical,110,30,Thursday 15:00,FALSE,,1,27,0728_00_G.03A,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:6I899BS8SN,Y3,Y3 Cat&Dog - Joint Radiology/B08-23_C01-15,Practical,110,30,Friday 15:00,FALSE,,1,29,0728_00_G.03A,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:6XTVLEC7PP,Y3,Y3 Cat&Dog - Soft Tissue Surgery 04 - Coeliotomy,Lecture,50,202,Tuesday 10:00,TRUE,,1,28,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:7KU5LH283C,Y3,Y3 Cat&Dog - Gastroenterology 12 - Systems Oncology: Gastroenterology 1,Lecture,50,202,Thursday 09:00,TRUE,,1,27,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:891CDI1F8A,Y3,Y3 Cat&Dog - Soft Tissue Surgery 14 - Uterus 1,Lecture,50,202,Wednesday 10:00,TRUE,,1,35,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:8F39SDHBEC,Y3,Y3 Cat&Dog - Endocrinology 08: Insulinoma and Nutritional Management of Diabetes and Obesity,Lecture,50,202,Friday 11:00,TRUE,,1,33,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:8Z2GP3EIBX,Y3,Y3 Cat&Dog - Dermatology 03: Approach to Alopecia,Lecture,50,202,Monday 10:00,TRUE,,1,31,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:91LSXYUHKW,Y3,Y3 Cat&Dog - Online - Problem Orientated Medicine: Blocked Cat,Lecture,50,202,Monday 14:00,TRUE,Online Live,1,34,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:ATULT7SF49,Y3,Y3 Cat&Dog - CFC - Exam Feedback Session,Lecture,50,202,Friday 16:00,TRUE,,1,28,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:C2FJX5UTRH,Y3,Y3 Cat&Dog - Infectious Diseases 7 Emerging Infectious Diseases PETS,Lecture,50,202,Wednesday 11:00,TRUE,,1,27,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:DXB7SD65QL,Y3,Y3 Cat&Dog - Diagnostic Imaging 05: Abdominal Ultrasound,Lecture,50,202,Thursday 10:00,TRUE,,1,32,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:HBYT5YHLR8,Y3,Y3 Cat&Dog - Urine Practical/AH,Practical,80,46,Thursday 14:00,FALSE,,1,32,0728_00_G.11,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:OF61Z8N234,Y3,Y3 Cat&Dog - Joint Radiology/E_F01-07,Practical,110,30,Friday 13:00,FALSE,,1,29,0728_00_G.03,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:PLP7GIGQL8,Y3,Y3 Cat&Dog - Ophthalmology Review Session,Tutorial,50,165,Tuesday 12:00,FALSE,,1,32,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:PMU6A694JX,Y3,Y3 Cat&Dog - Diagnostic Imaging: Thorax/GH,Tutorial,50,30,Tuesday 16:00,FALSE,,1,28,0728_00_G.03,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS09015_SS1_SEM2_2024/5,Integrated Clinical Course: Cat and Dog,E:UXNNK7A5CG,Y3,Y3 Cat&Dog - Diagnostic Imaging: Thorax/EF,Tutorial,50,30,Tuesday 15:00,FALSE,,1,28,0728_00_G.03A,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:237H4QFWF7,Y4,Y4 Equine - Neurology/CF,Tutorial,110,40,Tuesday 14:00,FALSE,,1,29,0728_00_G.02,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:2QZYELS3VM,Y4,Y4 Equine - MSK04 What to do with the laminitic horse,Lecture,50,180,Friday 12:00,TRUE,,1,31,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:31JSWST63C,Y4,Y4 Equine - EQ06 Working Equid and Donkey Medicine,Lecture,50,180,Tuesday 16:00,TRUE,,1,33,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:3E6TH5O4A7,Y4,Y4 Equine - Anaesthesia Cases: Equine/CF,Tutorial,90,40,Friday 15:30,FALSE,,1,31,0728_00_G.03,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:3QC236LTKM,Y4,Y4 Equine - NE01 Disorders and management of the equine neonate I,Lecture,50,180,Friday 09:00,TRUE,,1,30,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:5399ZEHP6H,Y4,Y4 Equine - DS01 Equine oral surgery and dentistry I,Lecture,50,180,Monday 10:00,TRUE,,1,27,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:6AV39KDAC4,Y4,Y4 Equine - Syndrome 1: Colic (Meet in F Block)/A,Practical,110,20,Thursday 14:00,FALSE,,1,29,0704_00_G.13.14,General Teaching,Locally Allocated Space,Block F,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:6DF5LYBACV,Y4,Y4 Equine - Revision Session: Equine Medicine,Lecture,50,180,Friday 11:00,TRUE,,1,33,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:6F5MP13KGF,Y4,Y4 Equine - Syndrome 2: Medical causes of poor performance (Meet in F Block)/C,Practical,110,20,Friday 14:00,FALSE,,1,33,0704_00_G.13.14,General Teaching,Locally Allocated Space,Block F,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:6WLGY3N82J,Y4,Y4 Equine - ICA and Mid Course Feedback,Lecture,50,180,Wednesday 09:00,TRUE,,1,32,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:8T163689EI,Y4,Y4 Equine - CV02 Cardiac murmurs: how to assess their significance,Lecture,50,180,Wednesday 10:00,TRUE,,1,31,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:99XNC59CO1,Y4,"Y4 Equine - DS08 - Equine Gastric Ulcers, Choke and Grass Sickness",Lecture,50,180,Thursday 11:00,TRUE,,1,28,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:A3Z6OJ4A7H,Y4,Y4 Equine - MSK10 Disease of the tendons and ligaments of horses,Lecture,50,180,Wednesday 11:00,TRUE,,1,32,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:AZOIKX9XB6,Y4,Y4 Equine - MSK07 Degenerative orthopaedic disease in the horse,Lecture,50,180,Monday 11:00,TRUE,,1,32,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:C5PEHZRZWW,Y4,Y4 Equine - REP04 Equine Reproduction III- Breeding,Lecture,50,180,Thursday 12:00,TRUE,,1,30,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:D2F97ZX1JU,Y4,Y4 Equine - MSK02 Diseases of the equine foot I,Lecture,50,180,Thursday 09:00,TRUE,,1,31,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:DANTSGXQLU,Y4,Y4 Equine - NE02 Disorders and management of the equine neonate II,Lecture,50,180,Friday 10:00,TRUE,,1,30,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:DIZPF3BUE4,Y4,Y4 Equine - Syndrome 2: Medical causes of poor performance (Meet in F Block)/H,Practical,110,20,Tuesday 11:00,FALSE,,1,32,0704_00_G.04,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:F7SYIMWXLQ,Y4,Y4 Equine - HUE03 Equine Urinary Disease,Lecture,50,180,Tuesday 15:00,TRUE,,1,31,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:GGXLYW91ZB,Y4,Y4 Equine - MSK11 Equine back and pelvic disease,Lecture,50,180,Wednesday 12:00,TRUE,,1,32,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:GHFX85ZG2L,Y4,Y4 Equine - DS05 Equine med colic II,Lecture,50,180,Monday 12:00,TRUE,,1,28,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS10035_SS1_YR_2024/5,Integrated Clinical Course: Equine,E:IOI55O2GID,Y4,Y4 Equine - MSK03 Diseases of the equine foot II,Lecture,50,180,Thursday 10:00,TRUE,,1,31,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
