Module Department,Module Code,Module Name,Event ID,Year,Event Name,Event Type,Duration (minutes),Event Size,Timeslot,WholeClass,Online Delivery,Number of Weeks,Weeks,Room,Room type 2,Room Type 1,Building,Campus,Semester,Room Lock
Royal (Dick) School of Veterinary Studies,AWAB11046_SS1_SEM1_2024/5,Animal Cognition and Consciousness,E:PFXW62K3JJ,PG,PG Animal Cognition and Consciousness - Lecture,Lecture,170,30,Tuesday 10:00,TRUE,,1,10,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11046_SS1_SEM1_2024/5,Animal Cognition and Consciousness,E:PFXW62K3JJ-00001,PG,PG Animal Cognition and Consciousness - Lecture,Lecture,170,30,Thursday 10:00,TRUE,,1,11,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11046_SS1_SEM1_2024/5,Animal Cognition and Consciousness,E:PFXW62K3JJ-00002,PG,PG Animal Cognition and Consciousness - Lecture,Lecture,230,30,Thursday 13:00,TRUE,,1,11,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11046_SS1_SEM1_2024/5,Animal Cognition and Consciousness,E:PFXW62K3JJ-00003,PG,PG Animal Cognition and Consciousness - Lecture,Lecture,110,30,Tuesday 15:00,TRUE,,1,12,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11046_SS1_SEM1_2024/5,Animal Cognition and Consciousness,E:PFXW62K3JJ-00005,PG,PG Animal Cognition and Consciousness - Lecture,Lecture,230,30,Tuesday 13:00,TRUE,,1,13,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11046_SS1_SEM1_2024/5,Animal Cognition and Consciousness,E:PFXW62K3JJ-00006,PG,PG Animal Cognition and Consciousness - Lecture,Lecture,230,30,Thursday 09:00,TRUE,,1,15,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11046_SS1_SEM1_2024/5,Animal Cognition and Consciousness,E:PFXW62K3JJ-00010,PG,PG Animal Cognition and Consciousness - Lecture,Lecture,230,30,Tuesday 09:00,TRUE,,1,17,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11046_SS1_SEM1_2024/5,Animal Cognition and Consciousness,E:PFXW62K3JJ-00012,PG,PG Animal Cognition and Consciousness - Lecture,Lecture,180,30,Tuesday 09:30,TRUE,,1,18,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11046_SS1_SEM1_2024/5,Animal Cognition and Consciousness,E:PFXW62K3JJ-00013,PG,PG Biology of Animal Welfare - Lecture,Lecture,90,30,Tuesday 13:30,TRUE,,1,18,0728_01_1.28,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,AWAB11046_SS1_SEM1_2024/5,Animal Cognition and Consciousness,E:VZKXWLLPC8,PG,PG Animal Cognition and Consciousness Training Practical,Practical,470,30,Wednesday 09:00,TRUE,,1,12,0728_00_G.02A,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:186IWBB1I6,Y1,Y1 ALFS1 - Milking /A03-04 (Langhill),Practical,170,10,Tuesday 14:00,FALSE,,1,15,,No room required,No room required,,,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:1AWSOTGCCN,Y1,Y1 ALFS1 - Dog Handling/A01-02_A05,Practical,80,15,Thursday 11:00,FALSE,,1,15,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:1SBDYWWI67,Y1,Y1 ALFS1  - Cat Handling/D,Practical,50,30,Tuesday 11:00,FALSE,,1,15,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:1V5R3YIHOG,Y1,Y1 ALFS1 - Exam Format,Lecture,50,120,Thursday 09:00,TRUE,,1,33,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:1VFTS3F14J,Y1,Y1 ALFS1 - Cattle Handling /C05-06 (langhill),Practical,170,10,Thursday 14:00,FALSE,,1,15,,No room required,No room required,,,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:4W5N19JTGA,Y1,Y1 ALFS1 - Cattle Handling /D03-04 (Langhill),Practical,170,10,Friday 14:00,FALSE,,1,18,,No room required,No room required,,,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:4WCJJ8CM98,Y1,Y1 ALFS1 - Dog Handling/B01-03,Practical,80,15,Wednesday 11:00,FALSE,,1,15,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:58NCSUP3XY,Y1,Y1 ALFS1 - Dog Handling Assessment (Separate timetable to be released),Other,420,120,Friday 10:00,TRUE,,1,16,0728_01_1.21,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:6LSXQ992KO,Y1,Y1 ALFS1 - VPH5 - Waste Management and Animal By-Products,Lecture,50,120,Monday 14:00,TRUE,,1,26,0781_00_G.022,General Teaching,Locally Allocated Space,Roslin Institute,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:73Z8AIKLK3,Y1,"Y1 ALFS1 - Horses 1 (Pearson, G)",Lecture,50,120,Thursday 10:00,TRUE,,1,9,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:7IL2S4YFIT,Y1,Y1 ALFS1 - In Course Assessment 1,Other,110,120,Wednesday 09:00,TRUE,,1,26,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:8MY23TEABU,Y1,Y1 ALFS1 - Introduction to Animal Life,Lecture,50,120,Monday 13:00,TRUE,,1,9,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:AYR7CRPITJ,Y1,Y1 ALFS1 - Horses 4,Lecture,50,120,Tuesday 10:00,TRUE,,1,10,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:BT9HAQRXL2,Y1,Y1 ALFS1 - EMS Drop In Session (optional),Meeting,30,120,Monday 13:30,TRUE,,1,17,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:C1QT48UGOL,Y1,Y1 ALFS1 - Cattle Assessment (Separate Timetable to be released) (Langhill),Other,480,120,Friday 09:00,TRUE,,1,19,,No room required,No room required,,,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:CC6UM56YHP,Y1,Y1 ALFS1 - Sheep Handling Assessment - 2nd Sit (Separate timetable to be released),Other,90,120,Thursday 15:30,TRUE,,1,28,0787_00_XX,,,Sheep Shed,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:CY82FBRQSR,Y1,Y1 ALFS1 - Horse Assessment (Separate Timetable to be released),Other,330,120,Thursday 11:30,TRUE,,1,19,0732_00_XX,Training Room,Locally Allocated Space,Equine Hospital,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:EYT3UW8YGQ,Y1,Y1 ALFS1 - Introduction to Cat Handling/AB,Tutorial,50,60,Wednesday 12:00,FALSE,,1,12,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:FOWACZSENZ,Y1,Y1 ALFS1 - Lambing/C,Practical,170,30,Monday 09:00,FALSE,,1,32,0728_00_G.45,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:GLGBJAC7V9,Y1,Y1 ALFS1 - Introduction to Animal Husbandry: Extra Mural Studies (EMS),Practical,50,120,Tuesday 12:00,TRUE,,1,10,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:LDK9BLT2GZ,Y1,Y1 ALFS1 - Sheep Assessment (Separate timetable to be released),Other,330,120,Tuesday 11:30,TRUE,,1,19,0787_00_XX,,,Sheep Shed,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:LYZW9ZSILK,Y1,Y1 ALFS1 - Lambing/D,Practical,170,30,Tuesday 09:00,FALSE,,1,32,0728_00_G.45,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:S4WE1X41PY,Y1,Y1 ALFS1 - In Course Assessment 2,Other,60,120,Wednesday 09:30,TRUE,,1,35,0728_00_G.12,Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:UIDYPFI8BK,Y1,Y1 ALFS1 - Horse and Farm Animal Handling Revision Session 1 (Optional),Practical,80,120,Monday 11:00,TRUE,,1,17,0704_00_G.04,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:W29RSHVGPO,Y1,Y1 ALFS1 - Horse and Farm Animal Handling Revision Session 3 (Optional),Practical,80,120,Monday 15:00,TRUE,,1,17,0704_00_G.04,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08061_SS1_YR_2024/5,Animal Life & Food Safety 1,E:XHT4DWY5SV,Y1,Y1 ALFS1 - Horse and Farm Animal Handling Revision Session 4 (Optional),Practical,90,120,Friday 14:30,TRUE,,1,18,0704_00_G.04,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,"BVMS08061_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 1, Animal Life & Food Safety GEP",E:5MWGURD8R3,Y1,GEP ALFS & Y1 ALFS1 - AW7/8 Case Studies: Animal Welfare in Practice,Lecture,110,175,Thursday 14:00,FALSE,,1,19,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:1476KPJP1W,Y2,Y2 ALFS2 - AL2 Assessment info & exam tip session ,Lecture,50,123,Monday 16:00,TRUE,,1,32,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:1PAQN1YY6F,Y2,Y2 ALFS2 - Exotics: Review Session/D,Practical,50,24,Monday 10:00,FALSE,,1,19,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:22AXHSAU2Z,Y2,Y2 ALFS2 - Cattle Handling 2 (Langhill)/A01-03,Practical,90,30,Monday 15:30,FALSE,,1,30,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:2DJRI9TBAX,Y2,Y2 ALFS2 - Pig 1 Practical (Dryden)/A01-03,Practical,90,15,Thursday 15:30,FALSE,,1,28,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:2F2LXB8ZYU,Y2,Y2 ALFS2 - Exotics: Mammal Handling Practical EB (starts 14:00)/A01-04,Practical,90,15,Thursday 14:00,FALSE,,1,17,0704_00_G.22,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:2H4RDRTRBV,Y2,Y2 ALFS2 - Horses 5 - General Feeding for Equids,Lecture,50,123,Monday 14:00,TRUE,,1,29,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:2OY4B9H2LV,Y2,Y2 ALFS2 - Cattle Handling 2 (Langhill)/D4-6,Practical,90,30,Monday 09:00,FALSE,,1,30,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:2YKIFI1FS4,Y2,Y2 ALFS2 - EBVM Pr 2/C,Practical,50,24,Tuesday 14:00,FALSE,,1,33,0728_00_G.03A,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:3MQZL13QTU,Y2,Y2 ALFS2 - ICA 2 assessment,Class Test (S2),50,24,Monday 09:30,FALSE,,1,35,0728_00_G.02,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:3Z5YSVR7SI,Y2,Y2 ALFS2 - Exotics 2nd sit diet,Class Test,290,24,Monday 12:00,TRUE,,1,35,0704_00_G.13.14,General Teaching,Locally Allocated Space,Block F,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:48FPPX5QI6,Y2,Y2 ALFS2 - EBVM Optional revision session,Practical,50,139,Friday 14:00,TRUE,,1,33,0728_00_G.02A,Computer Laboratory,Locally Allocated Space,Vet School,Easter Bush,Semester 2,Yes
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:5GOBLUHVLR,Y2,Y2 ALFS2 - EBVM 02 - Stats 1 (DST),Lecture,50,123,Friday 16:00,TRUE,Online Pre-recorded,1,28,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:8LH3F9TD1Q,Y2,Y2 ALFS2 - Cat Tutorial Class/A,Tutorial,90,30,Thursday 11:30,FALSE,,1,33,0728_00_G.03A,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:8XGERJUNHB,Y2,Y2 ALFS2 - Exotics: Review Session/A,Practical,50,25,Tuesday 10:00,FALSE,,1,19,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:8XRIDTU5RH,Y2,Y2 ALFS2 - Exotics: Avian Handling Practical/C05-06_D01-02,Practical,80,15,Wednesday 09:30,FALSE,,1,18,0704_00_G.22,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:9174SNI8NQ,Y2,"Y2 ALFS2 - HP02: Horse Health, Nursing & Feeding (Bottom Teaching Barn)/A01-03",Practical,110,15,Thursday 09:00,FALSE,,1,32,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:9DXVO2Q15F,Y2,Y2 ALFS2 - Assessment Information & mid-course session,Lecture,20,125,Thursday 12:00,TRUE,,1,19,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:AODQVHQDB6,Y2,"Y2 ALFS2 - HP02: Horse Health, Nursing & Feeding (Bottom Teaching Barn)/D04-06",Practical,120,15,Friday 10:00,FALSE,,1,31,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:BK2KYIKSJG,Y2,Y2 ALFS2 - Pig 1 Practical (Dryden)/D04-06,Practical,90,15,Tuesday 15:30,FALSE,,1,28,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:BLE6QSDI9U,Y2,Y2 ALFS2 - Calves Practical (Langhill)/D04-06,Practical,90,15,Wednesday 10:30,FALSE,,1,26,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:BLXRHZ9IPX,Y2,Y2 ALFS2 - Calves Practical (Langhill)/C01-03,Practical,90,15,Friday 15:30,FALSE,,1,26,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:CW9M8E37XJ,Y2,Y2 ALFS2 - Exotics: Review Session/B,Practical,50,24,Tuesday 09:00,FALSE,,1,19,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:DDM6UROELO,Y2,Y2 ALFS2 - EMS Essentials,Practical,50,140,Tuesday 16:00,TRUE,,1,12,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:DWNNS1F7Y1,Y2,Y2 ALFS2 - EBVM Pr 2/B,Practical,50,24,Wednesday 10:00,FALSE,,1,32,0728_00_G.03A,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:E6BI381ZVS,Y2,Y2 ALFS2 - Exotics: Reptile Handling Practical/A01-04,Practical,90,15,Thursday 09:30,FALSE,,1,15,0704_00_G.22,Laboratory,Locally Allocated Space,Block F,Easter Bush,Semester 1,Yes
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:F42RAYFJZJ,Y2,"Y2 ALFS2 - HP03: Equine Behaviour Case Video Workshop (Pearson, G)",Practical,50,110,Friday 12:00,FALSE,,1,31,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:IAVEWQNTG4,Y2,Y2 ALFS2 - Cattle Handling 2 (Langhill)/B04-06,Practical,90,30,Wednesday 09:00,FALSE,,1,29,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:OQBEMAVSAT,Y2,"Y2 ALFS2 - HP02: Horse Health, Nursing & Feeding (Bottom Teaching Barn)/B01-03",Practical,110,15,Friday 09:00,FALSE,,1,29,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:QQRSOM179C,Y2,Y2 ALFS2 - Exotics: Review Session/C,Practical,50,24,Monday 11:00,FALSE,,1,19,0728_00_G.01,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:UGO4LSNFI3,Y2,Y2 ALFS2 - Cat Tutorial Class/C,Tutorial,90,30,Thursday 10:00,FALSE,,1,33,0728_00_G.03,Teaching Studio,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No (but must go in a room Type: Teaching Studio)
Royal (Dick) School of Veterinary Studies,BVMS08062_SS1_YR_2024/5,Animal Life & Food Safety 2,E:WBH259P1YT,Y2,Y2 ALFS2 - Cattle Handling 2 (Langhill)/D1-3,Practical,90,30,Monday 10:30,FALSE,,1,30,,No room required,No room required,,,Semester 2,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:42OPPO7F5R,Y2,GEP ALFS & Y2 ALFS2 - Cattle 08,Lecture,50,183,Wednesday 10:00,TRUE,,1,30,0728_00_G.66,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:88K5A6P9C1,Y2,GEP ALFS & Y2 ALFS2 - EBVM 4: Causality,Lecture,50,182,Thursday 12:00,TRUE,,1,29,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:8DLJVSL163,Y2,GEP ALFS & Y2 ALFS2 - Cattle 10,Lecture,50,182,Friday 15:00,TRUE,,1,29,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:98TQPOP4BJ,Y2,GEP ALFS & Y2 ALFS2 - Pig Husbandry 4 (E. Baxter),Lecture,50,182,Friday 12:00,TRUE,,1,14,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:BNKNBTQ5QJ,Y2,GEP ALFS & Y2 ALFS2 - Breeding and Genetics 6,Lecture,50,182,Friday 11:00,TRUE,,1,28,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:LTOGQ6D2BZ,Y2,GEP ALFS & Y2 ALFS2 - Cattle 07,Lecture,50,183,Wednesday 12:00,TRUE,,1,29,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:MMH5FYCLVR,Y2,GEP ALFS & Y2 ALFS2 - Exotics 07 Reptiles 2,Lecture,50,182,Tuesday 12:00,TRUE,,1,11,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:MXFG61SU3U,Y2,GEP ALFS & Y2 ALFS2 - Breeding and Genetics 5,Lecture,50,182,Monday 15:00,TRUE,,1,28,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:UW4SQDGWEB,Y2,GEP ALFS & Y2 ALFS2 - Breeding and Genetics 4,Lecture,50,182,Monday 14:00,TRUE,,1,28,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:VRYKTEUWGP,Y2,GEP ALFS & Y2 ALFS2 - EBVM 7: Diagnostic Testing 1,Lecture,50,183,Thursday 11:00,TRUE,,1,30,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:Z83CCLXVHE,Y2,GEP ALFS & Y2 ALFS2 - Principles of Nutrition 7 (J. Houdijk),Lecture,50,182,Tuesday 14:00,TRUE,,1,15,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 1,No
Royal (Dick) School of Veterinary Studies,"BVMS08062_SS1_YR_2024/5, BVMS08060_SS1_YR_2024/5","Animal Life & Food Safety 2, Animal Life & Food Safety GEP",E:ZSAA17XRB1,Y2,GEP ALFS & Y2 ALFS2 - Cattle 09,Lecture,50,183,Friday 14:00,TRUE,,1,29,0728_00_G.58,General Teaching,Locally Allocated Space,Vet School,Easter Bush,Semester 2,No
