Module,Event,Time,Day
Outdoor and Environmental Education Praxis,Workshop,13:00,Monday
Numerical Algorithms for High Performance Computing,Lecture,13:00,Monday
Medical Sciences 1.,Workshop,13:00,Monday
Geology for GeoEnergy,Lecture,13:00,Monday
Fashion Illustration and Communication 1: Introducing the Fundamentals of Visual Communication for Fashion,Workshop,13:00,Monday
Film Medicine,Tutorial,13:00,Monday
International HRM Policies and Practices,Lecture,13:00,Monday
Geoscience Outreach and Engagement,Workshop,13:00,Monday
Types and Semantics for Programming Languages,Tutorial,13:00,Monday
Introduction to Statistics,Lecture,13:00,Monday
Topics in Mind and Cognition,Tutorial,13:00,Monday
Accounting (MBA),Tutorial,13:00,Monday
Animation 1A Introduction,Tutorial,13:00,Monday
Design & Screen Cultures 4,Lecture,13:00,Monday
Ideology and social problems,Workshop,13:00,Monday
Human Resource Management In Context,Lecture,13:00,Monday
Literatures and Cultures of the Spanish-Speaking World 2,Lecture,13:00,Monday
Research Planning and Management in the GeoSciences,Lecture,13:00,Monday
Accounting for Business 1,Tutorial,14:00,Monday
Molecular Genetics 3,Tutorial,14:00,Monday
Anatomy of the head and neck,Workshop,14:00,Monday
Organisational Behaviour 2,Tutorial,14:00,Monday
Psychological Well-being and Business,Tutorial,14:00,Monday
The Animal Body (1),Practical,14:00,Monday
The Animal Body (3),Practical,14:00,Monday
Animal Life & Food Safety 1,Practical,14:00,Monday
Clinical Foundation Course (Yr 3),Practical,14:00,Monday
Integrated Clinical Course: Farm Animal,Practical,14:00,Monday
Professional & Clinical Skills 4,Practical,14:00,Monday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,14:00,Monday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,14:00,Monday
Interpersonal Psychotherapy (IPT) - Level A,Workshop,14:00,Monday
Psychological Skills Placement,Lecture,14:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,14:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Workshop,14:00,Monday
"Popular Religion, Women and Witchcraft in Early Modern Europe",Tutorial,14:00,Monday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,14:00,Monday
Physical Education and Curriculum and Pedagogy 4: Aims and Concepts,Workshop,14:00,Monday
Professional Development Programme,Workshop,14:00,Monday
Curriculum Plus 1 (Primary Specialisms),Tutorial,14:00,Monday
"Literary Studies 2A: English Literature in the World, 1380-1788",Tutorial,14:00,Monday
Human Geography,Tutorial,14:00,Monday
Project Design and Literature Analysis,Lecture,14:00,Monday
The Historian's Toolkit,Tutorial,14:00,Monday
Introduction to Historiography,Tutorial,14:00,Monday
Informatics 1 - Introduction to Computation,Lecture,14:00,Monday
Linguistics and English Language 1A,Tutorial,14:00,Monday
Latin 1A,Lecture,14:00,Monday
Family Law (Ordinary),Tutorial,14:00,Monday
Professional Skills and Responsibility,Practical,14:00,Monday
Whole body health 1,Tutorial,14:00,Monday
Whole body health 1,Practical,14:00,Monday
Whole Body Health 2,Tutorial,14:00,Monday
Year 4 - Process of Care 1,Tutorial,14:00,Monday
Year 6 - Preparation for Practice,Workshop,14:00,Monday
Review of Neuroscience,Lecture,14:00,Monday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,14:00,Monday
Research Skills in the Social Sciences: Data Collection,Workshop,14:00,Monday
Morality and Value,Tutorial,14:00,Monday
Comparative Politics in a Globalized World,Tutorial,14:00,Monday
Politics and International Relations 1A: Concepts and Debates,Tutorial,14:00,Monday
Politics and International Relations 1A: Concepts and Debates,Lecture,14:00,Monday
Psychology 1A,Tutorial,14:00,Monday
Introduction to Social Anthropology,Tutorial,14:00,Monday
Scottish Studies 1A: Conceptualising Scotland,Lecture,14:00,Monday
Sociology 2a: Thinking Sociologically,Tutorial,14:00,Monday
Comparative Social Policy: Global Perspectives,Tutorial,14:00,Monday
Population Health and Health Policy,Tutorial,14:00,Monday
Clinical Psychology 1,Tutorial,14:00,Monday
Clinical Psychology 2,Tutorial,14:00,Monday
Performance Costume 2A: Costume and Set Design for Performance,Tutorial,14:00,Monday
Curriculum Plus 2 (Cross-cutting themes in secondary school classrooms),Tutorial,14:00,Monday
Developing as a Strategic Educational Leader,Lecture,14:00,Monday
Neurodegeneration and Regeneration,Lecture,14:00,Monday
"International Development, Aid and Humanitarianism",Tutorial,14:00,Monday
Urbanism and the City: Past to Present,Tutorial,14:00,Monday
Biology 1A: Variation,Workshop,14:00,Monday
Biology 2B: Genetics and Evolution,Workshop,14:00,Monday
International Business: Globalisation and Trade 2A,Tutorial,14:00,Monday
Professional & Clinical Skills GEP,Lecture,14:00,Monday
Professional & Clinical Skills GEP,Practical,14:00,Monday
Laboratory Techniques 1 Chemistry PGT,Workshop,14:00,Monday
Film Theory,Tutorial,14:00,Monday
Graphic Design 2A: Applied Graphic Design,Tutorial,14:00,Monday
Film and TV 2B: Visual Aesthetics in Cinema,Lecture,14:00,Monday
FTV 3A: Experimentation in Short Film,Workshop,14:00,Monday
Economics Honours Dissertation,Workshop,14:00,Monday
Essentials of Econometrics,Tutorial,14:00,Monday
"Mathematics, Statistics and Econometrics",Lecture,14:00,Monday
Physical Education Curriculum and Pedagogy 2: The Early Secondary Years,Practical,14:00,Monday
Dance Pedagogy,Practical,14:00,Monday
Language and the Learner,Workshop,14:00,Monday
TESOL Methodology,Workshop,14:00,Monday
Scottish Literature 2A,Tutorial,14:00,Monday
"History of Art 1A Art and Belief in Europe, 500 to 1700",Tutorial,14:00,Monday
"History of Art 2A Reason, Romance, Revolution: Art from 1700 to 1900",Tutorial,14:00,Monday
Computer Security,Tutorial,14:00,Monday
Jurisprudence,Tutorial,14:00,Monday
Quantitative Genetics,Lecture,14:00,Monday
Research Design in Politics and International Relations,Tutorial,14:00,Monday
Animal models and genomic modification for One Health Models of Disease,Lecture,14:00,Monday
The Roman World 1A: The Rise of Rome,Tutorial,14:00,Monday
Literary Studies 1A,Tutorial,14:00,Monday
Contract and Unjustified Enrichment,Tutorial,14:00,Monday
Criminal Law (Ordinary),Tutorial,14:00,Monday
Topics in Microeconomics,Tutorial,14:00,Monday
Scottish Legal System,Tutorial,14:00,Monday
Introduction to Linear Algebra,Workshop,14:00,Monday
Medieval Worlds: A Journey through the Middle Ages,Tutorial,14:00,Monday
"Mind, Matter and Language",Tutorial,14:00,Monday
Professional Issues (Level 10),Tutorial,14:00,Monday
Musical Acoustics,Lecture,14:00,Monday
Fourier Analysis and Statistics,Lecture,14:00,Monday
Critical Analysis,Tutorial,14:00,Monday
Architectural Design: Explorations,Tutorial,14:00,Monday
Structures and Functions of Proteins 3,Practical,14:00,Monday
Introduction to Corporate Finance,Tutorial,14:00,Monday
Strategic Leadership (MBA),Workshop,14:00,Monday
Fashion Design 4a: Graduate Collection - Research and Design,Tutorial,14:00,Monday
Reading Theory 1,Workshop,14:00,Monday
Psychology Tutorial Course,Tutorial,14:00,Monday
Architectural History 1A: Introduction to World Architecture,Tutorial,14:00,Monday
Beginnings in Counselling Practice,Lecture,14:00,Monday
Performance Costume 3A: Costume in Action,Workshop,14:00,Monday
Performance Costume Graduate Design 4A,Tutorial,14:00,Monday
Fundamentals of Data Management,Practical,14:00,Monday
Commutative Algebra,Lecture,14:00,Monday
Financial Markets and Investment,Lecture,14:00,Monday
Social Policy and Society,Tutorial,14:00,Monday
"Languages, Society and Education",Workshop,14:00,Monday
Informatics Research Review,Tutorial,14:00,Monday
Programming and Data Analysis,Workshop,14:00,Monday
Reproductive Toxicology,Lecture,14:00,Monday
Student Research Component (Foundation Skills),Practical,14:00,Monday
Mapping Health and Illness Across Societies,Tutorial,14:00,Monday
Informatics 2 - Foundations of Data Science,Lecture,14:00,Monday
Social Anthropology 2: Key Concepts,Tutorial,14:00,Monday
Accounting for Business 2,Tutorial,14:00,Monday
Spanish Language 2,Lecture,14:00,Monday
History and Theory of Conservation,Lecture,14:00,Monday
Situating landscape architectural theory,Lecture,14:00,Monday
Animal Cognition and Consciousness,Lecture,14:00,Monday
Dimensions of Teaching,Workshop,14:00,Monday
Outdoor and Environmental Education Praxis,Workshop,14:00,Monday
British Government,Lecture,14:00,Monday
MA FINE ART 4 STUDIO AND RESEARCH,Tutorial,14:00,Monday
Psychological Therapies (Conversion),Tutorial,14:00,Monday
PGDE Secondary Professional Studies,Tutorial,14:00,Monday
Reward Management,Lecture,14:00,Monday
Key Methods in Human Geography,Workshop,14:00,Monday
Health Promotion,Lecture,14:00,Monday
Introduction to Ecological and Environmental Sciences,Lecture,14:00,Monday
The Entrepreneurial Manager,Lecture,14:00,Monday
Research Methods in Macroeconomics,Lecture,14:00,Monday
Fashion Design 1A: The Fundamentals of Fashion,Tutorial,14:00,Monday
Intellectual Property in the Creative Industries,Lecture,14:00,Monday
Soil Science Concepts and Application,Lecture,14:00,Monday
Portfolio of Written Translation Exercises in German 1,Tutorial,14:00,Monday
FTV 4C: Professional Practice in Filmmaking,Tutorial,14:00,Monday
Practical Geochemistry and Data Analysis,Lecture,14:00,Monday
Global Public Health: A critical approach to health improvement,Lecture,14:00,Monday
Environmental Problems and Issues,Lecture,14:00,Monday
Strength and Conditioning for Specific Populations,Lecture,14:00,Monday
Criminal Court Practice,Workshop,14:00,Monday
Climate Risk and Investment Alignment,Lecture,14:00,Monday
"Health, Illness and Society 3",Lecture,14:00,Monday
General Neuroscience,Lecture,14:00,Monday
Biomedical Sciences 3,Practical,14:00,Monday
Sport Science (Dissertation) 4,Lecture,14:00,Monday
Accounting for Business 1,Tutorial,15:00,Monday
Advanced Financial Accounting,Lecture,15:00,Monday
"The Transformation of the Roman World, ca. 300-800: Towards Byzantium and the Early Medieval West",Lecture,15:00,Monday
Architectural Design: Elements,Tutorial,15:00,Monday
Presentation: Methods & Context 3,Workshop,15:00,Monday
Population and Community Ecology 3,Practical,15:00,Monday
Global Challenges for Business,Tutorial,15:00,Monday
Psychological Well-being and Business,Tutorial,15:00,Monday
Decision Analytics,Lecture,15:00,Monday
Professional & Clinical Skills (1),Lecture,15:00,Monday
The Animal Body (3),Lecture,15:00,Monday
The Animal Body (3),Practical,15:00,Monday
Animal Life & Food Safety 1,Practical,15:00,Monday
The Animal Body 2 (GEP),Lecture,15:00,Monday
Clinical Foundation Course (Yr 3),Practical,15:00,Monday
Integrated Clinical Course: Farm Animal,Lecture,15:00,Monday
Veterinary Public Health,Practical,15:00,Monday
Professional & Clinical Skills 4,Practical,15:00,Monday
Biological Chemistry 1A,Tutorial,15:00,Monday
The Greek World 1A: Greece in the Making,Tutorial,15:00,Monday
Dissertation - MSc in Applied Psychology (Healthcare) for Children and Young People,Lecture,15:00,Monday
Interpersonal Psychotherapy (IPT) - Level A,Lecture,15:00,Monday
Interpersonal Psychotherapy (IPT) - Level A,Workshop,15:00,Monday
CBT Placement 2,Workshop,15:00,Monday
Psychological Skills Placement,Lecture,15:00,Monday
Organisational Behaviour,Lecture,15:00,Monday
Fashion Design 3A: Fashion Innovation for Industry,Tutorial,15:00,Monday
"Popular Religion, Women and Witchcraft in Early Modern Europe",Tutorial,15:00,Monday
Physical Education Curriculum and Pedagogy 1: An Introduction to Physical Education,Practical,15:00,Monday
Professional Development Programme,Workshop,15:00,Monday
Curriculum Plus 1 (Primary Specialisms),Tutorial,15:00,Monday
Social Theory and Outdoor Education,Workshop,15:00,Monday
"Literary Studies 2A: English Literature in the World, 1380-1788",Tutorial,15:00,Monday
"Literary Studies 2A: English Literature in the World, 1380-1788",Lecture,15:00,Monday
Human Geography,Tutorial,15:00,Monday
Project Design and Literature Analysis,Lecture,15:00,Monday
The Historian's Toolkit,Lecture,15:00,Monday
Modern Middle Eastern History A: Domestic Transformation and International Challenges,Tutorial,15:00,Monday
Informatics 1 - Introduction to Computation,Tutorial,15:00,Monday
Linguistics and English Language 1A,Tutorial,15:00,Monday
Family Law (Ordinary),Tutorial,15:00,Monday
Introduction to Data Science,Workshop,15:00,Monday
Whole body health 1,Practical,15:00,Monday
Year 4 - Process of Care 1,Tutorial,15:00,Monday
Year 6 - Preparation for Practice,Practical,15:00,Monday
Review of Neuroscience,Lecture,15:00,Monday
Mental Health: Life Sciences and Nursing Care 2,Practical,15:00,Monday
Pathophysiology and nursing care: Life Sciences and Nursing Care 3,Practical,15:00,Monday
Life Sciences and Nursing Care,Practical,15:00,Monday
Morality and Value,Tutorial,15:00,Monday
Physics and Mathematics for Direct Entry,Workshop,15:00,Monday
Politics and International Relations 1A: Concepts and Debates,Tutorial,15:00,Monday
Politics of the Middle East,Tutorial,15:00,Monday
Europe and International Migration,Tutorial,15:00,Monday
Psychology 1A,Tutorial,15:00,Monday
Psychology 1A,Lecture,15:00,Monday
Psychology Mini-Dissertation,Tutorial,15:00,Monday
Introduction to Social Anthropology,Tutorial,15:00,Monday
Scottish Studies 1A: Conceptualising Scotland,Tutorial,15:00,Monday
Sociology 2a: Thinking Sociologically,Tutorial,15:00,Monday
Comparative Social Policy: Global Perspectives,Tutorial,15:00,Monday
Population Health and Health Policy,Tutorial,15:00,Monday
Human Genetics and Molecular Medicine,Lecture,15:00,Monday
Clinical Psychology 1,Tutorial,15:00,Monday
Clinical Psychology 2,Tutorial,15:00,Monday
Performance Costume 2A: Costume and Set Design for Performance,Tutorial,15:00,Monday
Illustration 4B: Research,Lecture,15:00,Monday
Curriculum Plus 2 (Cross-cutting themes in secondary school classrooms),Tutorial,15:00,Monday
Developing as a Strategic Educational Leader,Lecture,15:00,Monday
Developing as a Strategic Educational Leader,Workshop,15:00,Monday
Applied Ecology and Evolution,Lecture,15:00,Monday
"Professionalism: Leading and managing in health and social care: Society, Culture and Health 4",Practical,15:00,Monday
Evolution of Sex & Breeding Systems,Lecture,15:00,Monday
"International Development, Aid and Humanitarianism",Tutorial,15:00,Monday
Ancient History 2a: Past and Present in the Ancient World,Lecture,15:00,Monday
Urbanism and the City: Past to Present,Tutorial,15:00,Monday
Urbanism and the City: Past to Present,Lecture,15:00,Monday
Presentation: Methods & Context 4,Tutorial,15:00,Monday
Biology 2B: Genetics and Evolution,Lecture,15:00,Monday
Diagnostics and therapeutics for infectious disease,Lecture,15:00,Monday
International Business: Globalisation and Trade 2A,Tutorial,15:00,Monday
International Business: Globalisation and Trade 2A,Lecture,15:00,Monday
Professional & Clinical Skills GEP,Tutorial,15:00,Monday
Translation Studies 1,Tutorial,15:00,Monday
Translation Studies 1,Workshop,15:00,Monday
Film Theory,Tutorial,15:00,Monday
Film Theory,Lecture,15:00,Monday
Statistics For Finance,Tutorial,15:00,Monday
Foundations of Econometrics,Tutorial,15:00,Monday
Foundations of Econometrics,Lecture,15:00,Monday
Graphic Design 2A: Applied Graphic Design,Tutorial,15:00,Monday
FTV 3A: Experimentation in Short Film,Workshop,15:00,Monday
Essentials of Econometrics,Tutorial,15:00,Monday
"Mathematics, Statistics and Econometrics",Lecture,15:00,Monday
Physical Education Curriculum and Pedagogy 2: The Early Secondary Years,Practical,15:00,Monday
Educational Studies 1a: Introduction to Education and Education Research,Workshop,15:00,Monday
Dance Pedagogy,Workshop,15:00,Monday
Language and the Learner,Workshop,15:00,Monday
"History of Art 1A Art and Belief in Europe, 500 to 1700",Tutorial,15:00,Monday
"History of Art 2A Reason, Romance, Revolution: Art from 1700 to 1900",Tutorial,15:00,Monday
International Law Ordinary (semester 1),Tutorial,15:00,Monday
Jurisprudence,Tutorial,15:00,Monday
Population Genetics,Lecture,15:00,Monday
Physics 1A: Foundations,Workshop,15:00,Monday
Theories of International Relations,Tutorial,15:00,Monday
