CourseID,Rule,Num_Violations
6hrs per day,UTMATPH_YR1_2024/5,15.0
6hrs per day,PTMSCSTATO1P_YR1_2024/5,15.0
6hrs per day,PTMSCENVDE1P_YR2_2024/5,15.0
6hrs per day,PTMSCENVSS1P_YR1_2024/5,15.0
6hrs per day,PTMSCENVSS2P_YR1_2024/5,15.0
6hrs per day,PTMSCENVSS2P_YR2_2024/5,15.0
6hrs per day,UTFREPY_YR1_2024/5,15.0
6hrs per day,UTSPAPY_YR1_2024/5,15.0
6hrs per day,UTMAHSOPQM1F_YR3_2024/5,15.0
6hrs per day,UTSOPLA_YR4_2024/5,15.0
6hrs per day,UTPHIMA_YR2_2024/5,15.0
6hrs per day,UTMAHPSYBU1F_YR1_2024/5,16.0
6hrs per day,UTMAHSPABU1F_YR4_2024/5,16.0
6hrs per day,PRPHDNATLP1F_YR1_2024/5,16.0
6hrs per day,PRPHDNATLP1F_YR2_2024/5,16.0
6hrs per day,PTMSCSOCGC1P_YR2_2024/5,16.0
6hrs per day,UTGERPY_YR1_2024/5,16.0
6hrs per day,UTMAHPHISL1F_YR3_2024/5,16.0
6hrs per day,UTPHIET_YR3_2024/5,16.0
6hrs per day,UTTHEPHBSCH_YR2_2024/5,16.0
6hrs per day,UTTHEPHMPHYS_YR2_2024/5,16.0
6hrs per day,UTGGPSP_YR4_2024/5,16.0
6hrs per day,PTMSCLANED1P_YR2_2024/5,16.0
6hrs per day,UTIBUSN_YR4_2024/5,17.0
6hrs per day,UTMAHBUSDA1F_YR4_2024/5,17.0
6hrs per day,UTMAHIBUAR1F_YR4_2024/5,17.0
6hrs per day,UTMAHIBUCH1F_YR4_2024/5,17.0
6hrs per day,UTMAHIBUFR1F_YR4_2024/5,17.0
6hrs per day,UTMAHIBUGE1F_YR4_2024/5,17.0
6hrs per day,UTMAHIBUIT1F_YR4_2024/5,17.0
6hrs per day,UTMAHIBUJA1F_YR4_2024/5,17.0
6hrs per day,UTMAHIBURU1F_YR4_2024/5,17.0
6hrs per day,UTMAHIBUSP1F_YR4_2024/5,17.0
6hrs per day,UTBDGGEND21F_YR1_2024/5,17.0
6hrs per day,UTBDGGEND31F_YR1_2024/5,17.0
6hrs per day,UTBDGGEND31F_YR2_2024/5,17.0
6hrs per day,UTDIVDF_YR1_2024/5,17.0
6hrs per day,UTDIVDF_YR2_2024/5,17.0
6hrs per day,UTMDVDIVIN1F_YR1_2024/5,17.0
6hrs per day,PTMSCINTER1P_YR2_2024/5,17.0
6hrs per day,PTMSCFOODS2P_YR1_2024/5,17.0
6hrs per day,UTITAPY_YR1_2024/5,17.0
6hrs per day,UTRUSPY_YR1_2024/5,17.0
6hrs per day,UTMAHSOPQM1F_YR4_2024/5,17.0
6hrs per day,PTMSCTESOL1F_YR1_2024/5,17.0
6hrs per day,PTMSCTESOL1U_YR1_2024/5,17.0
6hrs per day,PTMSCTESOL1U_YR2_2024/5,17.0
6hrs per day,PTMSCTESOL1U_YR3_2024/5,17.0
6hrs per day,PTMSCTESOL1U_YR4_2024/5,17.0
6hrs per day,PTMSCTESOL1U_YR5_2024/5,17.0
6hrs per day,PTMSCTESOL1U_YR6_2024/5,17.0
6hrs per day,PTPGDTESOL1F_YR1_2024/5,17.0
6hrs per day,PTPGDTESOL1U_YR1_2024/5,17.0
6hrs per day,PTPGDTESOL1U_YR2_2024/5,17.0
6hrs per day,PTPGDTESOL1U_YR3_2024/5,17.0
6hrs per day,UTMAHPHISL1F_YR2_2024/5,17.0
6hrs per day,UTFREEL_YR2_2024/5,18.0
6hrs per day,PTMSCOPRDS1P_YR2_2024/5,18.0
6hrs per day,PTMSCENVSS1F_YR1_2024/5,18.0
6hrs per day,PTMSCENVSS1P_YR2_2024/5,18.0
6hrs per day,PTMSCENVSS2P_YR3_2024/5,18.0
6hrs per day,UTMAPYB_YR2_2024/5,18.0
6hrs per day,UTMAPYM_YR2_2024/5,18.0
6hrs per day,UTMATPH_YR2_2024/5,18.0
6hrs per day,UTSCSSY_YR4_2024/5,18.0
6hrs per day,PTMSCEOBGM1F_YR1_2024/5,18.0
6hrs per day,UTCMPPH_YR2_2024/5,18.0
6hrs per day,UTMAHBUSHR1F_YR4_2024/5,19.0
6hrs per day,UTMAHBUSLA1F_YR3_2024/5,19.0
6hrs per day,UTMAHBUSMK1F_YR4_2024/5,19.0
6hrs per day,UTMAHBUSMN1F_YR3_2024/5,19.0
6hrs per day,UTMAHFINBU1F_YR3_2024/5,19.0
6hrs per day,PTMSCECNEC1F_YR1_2024/5,19.0
6hrs per day,PTMSCECNFI2F_YR1_2024/5,19.0
6hrs per day,PTMSCECONO1F_YR1_2024/5,19.0
6hrs per day,PTMSCMAEEC1F_YR1_2024/5,19.0
6hrs per day,PTMSCCOMAM1F_YR1_2024/5,19.0
6hrs per day,PTMSCSOCGC1F_YR1_2024/5,19.0
6hrs per day,PTMSCSOCGC1P_YR1_2024/5,19.0
6hrs per day,UTMAHGOVPS1F_YR3_2024/5,19.0
6hrs per day,UTMAHGOVPS1F_YR4_2024/5,19.0
6hrs per day,UTRUSSY_YR4_2024/5,19.0
6hrs per day,UTFREHA_YR2_2024/5,19.0
6hrs per day,UTENLCL_YR2_2024/5,20.0
6hrs per day,UTMLCSS_YR2_2024/5,20.0
6hrs per day,UTMAHBUSMK1F_YR3_2024/5,20.0
6hrs per day,UTMDVDIVIN1F_YR2_2024/5,20.0
6hrs per day,UTGERSY_YR4_2024/5,20.0
6hrs per day,PTMSCOPRDS1P_YR1_2024/5,20.0
6hrs per day,UTGGPAR_YR3_2024/5,20.0
6hrs per day,UTGGPHYMAH_YR3_2024/5,20.0
6hrs per day,UTPHIPS_YR2_2024/5,20.0
6hrs per day,UTSOPLA_YR1_2024/5,20.0
6hrs per day,PTMSCAABAW1F_YR1_2024/5,20.0
6hrs per day,PTMSCFOODS1F_YR1_2024/5,20.0
6hrs per day,UTPGDEARTD1F_YR1_2024/5,21.0
6hrs per day,UTPGDEDRAM1F_YR1_2024/5,21.0
6hrs per day,UTPGDEMUSI1F_YR1_2024/5,21.0
6hrs per day,UTPGDEPHYE1F_YR1_2024/5,21.0
6hrs per day,UTMLCGE_YR2_2024/5,21.0
6hrs per day,UTMAHBUSSE1F_YR4_2024/5,21.0
6hrs per day,UTMAHGPSQM1F_YR3_2024/5,21.0
6hrs per day,UTMAHGPSQM1F_YR4_2024/5,21.0
6hrs per day,UTBSBCH_YR2_2024/5,21.0
6hrs per day,UTBSBTE_YR2_2024/5,21.0
6hrs per day,UTBSIMM_YR2_2024/5,21.0
6hrs per day,UTBSCBIOSC2F_YR3_2024/5,21.0
6hrs per day,UTBSCNEURO1F_YR3_2024/5,21.0
6hrs per day,UTBSCPHARM1F_YR3_2024/5,21.0
6hrs per day,UTBSCPHYSI1F_YR3_2024/5,21.0
6hrs per day,UTBSCREPBI1F_YR3_2024/5,21.0
6hrs per day,PTMBABUSAD5F_YR1_2024/5,21.0
6hrs per day,PTMBABUSAD7F_YR1_2024/5,21.0
6hrs per day,UTGGPSP_YR3_2024/5,21.0
6hrs per day,UTMLCSP_YR2_2024/5,22.0
6hrs per day,UTMAHFREBU1F_YR4_2024/5,22.0
6hrs per day,UTCLIV2_YR1_2024/5,22.0
6hrs per day,UTMATMU_YR2_2024/5,22.0
6hrs per day,UTPHIMA_YR3_2024/5,22.0
6hrs per day,PTMSCCOMPP1P_YR2_2024/5,22.0
6hrs per day,PTMSCPUBPO1P_YR2_2024/5,22.0
6hrs per day,UTMAHBUSHR1F_YR3_2024/5,23.0
6hrs per day,UTMLCIT_YR2_2024/5,23.0
6hrs per day,UTMAHBUSGE1F_YR4_2024/5,23.0
6hrs per day,UTMAHBUSLA1F_YR4_2024/5,23.0
6hrs per day,UTMAHBUSMN1F_YR4_2024/5,23.0
6hrs per day,UTMAHFINBU1F_YR4_2024/5,23.0
6hrs per day,UTGEOL_YR5_2024/5,23.0
6hrs per day,UTMESESCIE1F_YR5_2024/5,23.0
6hrs per day,UTSCOTS_YR2_2024/5,23.0
6hrs per day,PTMSCSTADS1P_YR1_2024/5,23.0
6hrs per day,PTMSCSTADS1P_YR2_2024/5,23.0
6hrs per day,UTNURSING01F_YR3_2024/5,23.0
6hrs per day,PTMSCCOMPP1F_YR1_2024/5,23.0
6hrs per day,PTMSCCOMPP1P_YR1_2024/5,23.0
6hrs per day,PTMSCPUBPO1F_YR1_2024/5,23.0
6hrs per day,PTMSCPUBPO1P_YR1_2024/5,23.0
6hrs per day,UTINTRE_YR2_2024/5,23.0
6hrs per day,UTMAHINRQM1F_YR2_2024/5,23.0
6hrs per day,UTMAHPOLQM1F_YR2_2024/5,23.0
6hrs per day,UTPOLTC_YR2_2024/5,23.0
6hrs per day,PTMSCPANUP1F_YR1_2024/5,23.0
6hrs per day,UTRUSCL_YR2_2024/5,24.0
6hrs per day,UTPHIET_YR2_2024/5,24.0
6hrs per day,UTARAHI_YR1_2024/5,24.0
6hrs per day,PTMSCORCPO1F_YR1_2024/5,24.0
6hrs per day,PTMSCORRIS1F_YR1_2024/5,24.0
6hrs per day,PTMSCORSCH1F_YR1_2024/5,24.0
6hrs per day,PTMSCSTATO1F_YR1_2024/5,24.0
6hrs per day,UTMAHPOPPE1F_YR1_2024/5,24.0
6hrs per day,UTECNPO_YR1_2024/5,24.0
6hrs per day,UTSOPPO_YR1_2024/5,24.0
6hrs per day,UTSOPSO_YR4_2024/5,24.0
6hrs per day,UTLLBLAWHO1F_YR1_2024/5,25.0
6hrs per day,UTLLBLAWOG1F_YR1_2024/5,25.0
6hrs per day,UTLLBLAWOR1F_YR1_2024/5,25.0
6hrs per day,UTPHIEL_YR2_2024/5,25.0
6hrs per day,UTPHILI_YR2_2024/5,25.0
6hrs per day,UTSCSPY_YR2_2024/5,25.0
6hrs per day,UTCHNHI_YR2_2024/5,26.0
6hrs per day,UTBSCBSCBM1F_YR1_2024/5,26.0
6hrs per day,UTBSCBSDRM1F_YR1_2024/5,26.0
6hrs per day,UTBSCBSMGM1F_YR1_2024/5,26.0
6hrs per day,UTBSHBISEM1F_YR1_2024/5,26.0
6hrs per day,UTBSHBISIM1F_YR1_2024/5,26.0
6hrs per day,UTBSHBISZM1F_YR1_2024/5,26.0
6hrs per day,UTBSHBSPSM1F_YR1_2024/5,26.0
6hrs per day,UTBSMBC_YR1_2024/5,26.0
6hrs per day,UTBSMBT_YR1_2024/5,26.0
6hrs per day,UTBSMEB_YR1_2024/5,26.0
6hrs per day,UTBSMGE_YR1_2024/5,26.0
6hrs per day,UTBSMGT_YR1_2024/5,26.0
6hrs per day,UTBSMMO_YR1_2024/5,26.0
6hrs per day,PTPGDPROLP1F_YR1_2024/5,26.0
6hrs per day,PTMSCSTADS1F_YR1_2024/5,26.0
6hrs per day,UTBMELITER1F_YR1_2024/5,26.0
6hrs per day,UTBMEPSYCH1F_YR1_2024/5,26.0
6hrs per day,UTMBCHBMDP1F_YR1_2024/5,26.0
6hrs per day,UTPHIMA_YR1_2024/5,26.0
6hrs per day,UTGERPY_YR2_2024/5,26.0
6hrs per day,PTMSCSOASU1F_YR1_2024/5,26.0
6hrs per day,PTMSCSOASU2P_YR1_2024/5,26.0
6hrs per day,UTMAHACCBU1F_YR3_2024/5,27.0
6hrs per day,UTENLCL_YR1_2024/5,27.0
6hrs per day,UTSLCLAMAH_YR1_2024/5,27.0
6hrs per day,UTFASHEBAH_YR3_2024/5,27.0
6hrs per day,UTFASHEBAH_YR4_2024/5,27.0
6hrs per day,UTITAPY_YR2_2024/5,27.0
6hrs per day,PRPHDNATLP3F_YR1_2024/5,27.0
6hrs per day,UTLAWFR_YR1_2024/5,27.0
6hrs per day,UTMBCHBMDC1F_YR4_2024/5,27.0
6hrs per day,PTMSCENVDE1F_YR1_2024/5,27.0
6hrs per day,UTMAHHEASS2F_YR2_2024/5,27.0
6hrs per day,UTBSBCB_YR2_2024/5,27.0
6hrs per day,UTBSBMG_YR2_2024/5,27.0
6hrs per day,UTBSCBSDRS1F_YR2_2024/5,27.0
6hrs per day,UTBSCIS_YR2_2024/5,27.0
6hrs per day,UTBSECO_YR2_2024/5,27.0
6hrs per day,UTBSEVB_YR2_2024/5,27.0
6hrs per day,UTBSGEN_YR2_2024/5,27.0
6hrs per day,UTBSMOL_YR2_2024/5,27.0
6hrs per day,UTBSPLS_YR2_2024/5,27.0
6hrs per day,UTBSZOO_YR2_2024/5,27.0
6hrs per day,UTMAHPORPH1F_YR2_2024/5,27.0
6hrs per day,UTSPAPY_YR2_2024/5,27.0
6hrs per day,UTBSBCB_YR1_2024/5,28.0
6hrs per day,UTBSBCH_YR1_2024/5,28.0
6hrs per day,UTBSBMG_YR1_2024/5,28.0
6hrs per day,UTBSBTE_YR1_2024/5,28.0
6hrs per day,UTBSCBSDRS1F_YR1_2024/5,28.0
6hrs per day,UTBSCIS_YR1_2024/5,28.0
6hrs per day,UTBSECO_YR1_2024/5,28.0
6hrs per day,UTBSEVB_YR1_2024/5,28.0
6hrs per day,UTBSGEN_YR1_2024/5,28.0
6hrs per day,UTBSIMM_YR1_2024/5,28.0
6hrs per day,UTBSMOL_YR1_2024/5,28.0
6hrs per day,UTBSPLS_YR1_2024/5,28.0
6hrs per day,UTBSZOO_YR1_2024/5,28.0
6hrs per day,UTMBIBIOSC1F_YR1_2024/5,28.0
6hrs per day,UTPHIEL_YR1_2024/5,28.0
6hrs per day,UTPHILI_YR1_2024/5,28.0
6hrs per day,UTLAWSP_YR1_2024/5,28.0
6hrs per day,PTMSCECOEC1F_YR1_2024/5,28.0
6hrs per day,UTPHIEC_YR3_2024/5,28.0
6hrs per day,UTMAHPHYED1F_YR1_2024/5,29.0
6hrs per day,UTRUSPY_YR2_2024/5,29.0
6hrs per day,UTLAWGE_YR1_2024/5,29.0
6hrs per day,UTLAWSG_YR1_2024/5,29.0
6hrs per day,UTMAHPHISL1F_YR1_2024/5,29.0
6hrs per day,UTPHIET_YR1_2024/5,29.0
6hrs per day,UTFRESY_YR4_2024/5,29.0
6hrs per day,UTMLCFR_YR2_2024/5,30.0
6hrs per day,UTGGPSO_YR4_2024/5,30.0
6hrs per day,UTBSCPSYCH1F_YR4_2024/5,30.0
6hrs per day,UTCLIVMS_YR2_2024/5,31.0
6hrs per day,UTARAPO_YR2_2024/5,31.0
6hrs per day,PTMSCINTER1F_YR1_2024/5,32.0
6hrs per day,UTGGPPO_YR2_2024/5,32.0
6hrs per day,PTMSCOPRDS1F_YR1_2024/5,32.0
6hrs per day,UTBMELITER1F_YR2_2024/5,32.0
6hrs per day,UTBMEPSYCH1F_YR2_2024/5,32.0
6hrs per day,UTMBCHBMDP1F_YR2_2024/5,32.0
6hrs per day,UTBVMCLIVM1F_YR3_2024/5,33.0
6hrs per day,UTCLIVM2_YR2_2024/5,33.0
6hrs per day,UTSCOTS_YR1_2024/5,33.0
6hrs per day,PRPHDAINTB2F_YR1_2024/5,33.0
6hrs per day,PRPHDAINTB2P_YR1_2024/5,33.0
6hrs per day,UTSCYPO_YR2_2024/5,33.0
6hrs per day,UTSOPSO_YR3_2024/5,33.0
6hrs per day,UTGGPPO_YR3_2024/5,33.0
6hrs per day,UTLLBHLAWB1F_YR1_2024/5,34.0
6hrs per day,PTMSCENVPM1P_YR2_2024/5,34.0
6hrs per day,UTSANPO_YR2_2024/5,34.0
6hrs per day,UTGGPSA_YR4_2024/5,34.0
6hrs per day,UTFREPY_YR2_2024/5,34.0
6hrs per day,UTMAHFINBU1F_YR1_2024/5,35.0
6hrs per day,UTBSCMATBU1F_YR3_2024/5,35.0
6hrs per day,UTMAHACCBU1F_YR4_2024/5,35.0
6hrs per day,UTECNMC_YR4_2024/5,35.0
6hrs per day,UTECNMS_YR4_2024/5,35.0
6hrs per day,UTLAWSA_YR1_2024/5,35.0
6hrs per day,UTBMEPHYSI1F_YR3_2024/5,35.0
6hrs per day,UTBSCPHYSI1F_YR4_2024/5,35.0
6hrs per day,UTVETPHYBSC_YR3_2024/5,35.0
6hrs per day,UTSCYSA_YR4_2024/5,35.0
6hrs per day,UTGEOPHG_YR5_2024/5,36.0
6hrs per day,UTMESESPGE1F_YR5_2024/5,36.0
6hrs per day,UTCOSCS_YR2_2024/5,36.0
6hrs per day,PTMSCCOGSC1P_YR2_2024/5,37.0
6hrs per day,PTMSCINFEM1P_YR2_2024/5,37.0
6hrs per day,UTPHIPO_YR1_2024/5,37.0
6hrs per day,UTCOSCS_YR3_2024/5,37.0
6hrs per day,UTBSCINFDI1F_YR3_2024/5,37.0
6hrs per day,UTSCYPS_YR4_2024/5,37.0
6hrs per day,UTLAWCE_YR1_2024/5,38.0
6hrs per day,PTMSCODSTE1F_YR1_2024/5,38.0
6hrs per day,PTMSCODSTE1P_YR1_2024/5,38.0
6hrs per day,PTMSCODSTE1U_YR1_2024/5,38.0
6hrs per day,PTMSCOUTED1F_YR1_2024/5,38.0
6hrs per day,PTMSCOUTED1P_YR1_2024/5,38.0
6hrs per day,PTMSCOUTED1U_YR1_2024/5,38.0
6hrs per day,PTPGDODSTE1F_YR1_2024/5,38.0
6hrs per day,PTPGDODSTE1P_YR1_2024/5,38.0
6hrs per day,PTPGDODSTE1U_YR1_2024/5,38.0
6hrs per day,PTPGDOUTED1F_YR1_2024/5,38.0
6hrs per day,PTPGDOUTED1P_YR1_2024/5,38.0
6hrs per day,PTPGDOUTED1U_YR1_2024/5,38.0
6hrs per day,UTPHIPS_YR3_2024/5,38.0
6hrs per day,UTGGPSA_YR3_2024/5,38.0
6hrs per day,UTLAWSY_YR1_2024/5,39.0
6hrs per day,UTECNPO_YR2_2024/5,39.0
6hrs per day,UTBMEREPBI1F_YR3_2024/5,39.0
6hrs per day,UTBSCREPBI1F_YR4_2024/5,39.0
6hrs per day,UTBSVREPBI1F_YR3_2024/5,39.0
6hrs per day,UTECNSO_YR3_2024/5,39.0
6hrs per day,UTAICSC_YR3_2024/5,39.0
6hrs per day,UTCMPSIBE_YR3_2024/5,39.0
6hrs per day,UTCMPSI_YR3_2024/5,39.0
6hrs per day,UTINFMT_YR3_2024/5,39.0
6hrs per day,UTSWENG_YR3_2024/5,39.0
6hrs per day,UTMAHBUSEI1F_YR1_2024/5,40.0
6hrs per day,UTBSCESPGE1F_YR4_2024/5,40.0
6hrs per day,UTGEOPG_YR4_2024/5,40.0
6hrs per day,UTGEOPHG_YR4_2024/5,40.0
6hrs per day,UTMESESPGE1F_YR4_2024/5,40.0
6hrs per day,PTMSCCOGSC1F_YR1_2024/5,40.0
6hrs per day,PTMSCAINTL2P_YR2_2024/5,40.0
6hrs per day,PTMSCCOGSC1P_YR1_2024/5,40.0
6hrs per day,PTMSCCOMSC1P_YR2_2024/5,40.0
6hrs per day,PTMSCINFEM1P_YR1_2024/5,40.0
6hrs per day,PTMSCINFEM2P_YR2_2024/5,40.0
6hrs per day,PTMSCINFEM5P_YR2_2024/5,40.0
6hrs per day,PTMSCDATSC1P_YR2_2024/5,40.0
6hrs per day,PTMSCDATSC2P_YR2_2024/5,40.0
6hrs per day,UTSCSPO_YR2_2024/5,40.0
6hrs per day,UTBMEPHARM1F_YR3_2024/5,40.0
6hrs per day,UTBSCPHARM1F_YR4_2024/5,40.0
6hrs per day,UTBSCVETSP1F_YR3_2024/5,40.0
6hrs per day,UTLAWAC_YR1_2024/5,41.0
6hrs per day,PTMSCGMNHS1F_YR1_2024/5,41.0
6hrs per day,PTMSCGMNHS1P_YR1_2024/5,41.0
6hrs per day,PTMSCGMNHS1P_YR2_2024/5,41.0
6hrs per day,UTGERPO_YR2_2024/5,41.0
6hrs per day,UTSOPEC_YR3_2024/5,41.0
6hrs per day,UTBSCPSYCH1F_YR3_2024/5,41.0
6hrs per day,UTCMPPH_YR3_2024/5,41.0
6hrs per day,UTITAPO_YR2_2024/5,42.0
6hrs per day,UTSPAPO_YR2_2024/5,42.0
6hrs per day,UTSCSTHMAH_YR2_2024/5,43.0
6hrs per day,UTBVMCLIVM1F_YR4_2024/5,43.0
6hrs per day,UTCLIVM2_YR3_2024/5,43.0
6hrs per day,PTMSCPSYTH1F_YR2_2024/5,43.0
6hrs per day,PTMSCPSYTH1U_YR1_2024/5,43.0
6hrs per day,UTMMATHEMA1F_YR5_2024/5,43.0
6hrs per day,PTMSCENVPM1F_YR1_2024/5,43.0
6hrs per day,PTMSCENVPM1P_YR1_2024/5,43.0
6hrs per day,UTMAHIRILA1F_YR2_2024/5,43.0
6hrs per day,UTBMENEUSC1F_YR3_2024/5,43.0
6hrs per day,UTBSCNEURO1F_YR4_2024/5,43.0
6hrs per day,UTVETNSCBSC_YR3_2024/5,43.0
6hrs per day,UTARAHI_YR2_2024/5,44.0
6hrs per day,UTGERMHMAH_YR2_2024/5,44.0
6hrs per day,UTMAHBUSGE1F_YR3_2024/5,44.0
6hrs per day,UTCLIVMS_YR1_2024/5,44.0
6hrs per day,UTRUSPO_YR2_2024/5,44.0
6hrs per day,UTSPANHMAH_YR2_2024/5,45.0
6hrs per day,UTSOPPO_YR2_2024/5,45.0
6hrs per day,UTCMPMS_YR3_2024/5,45.0
6hrs per day,PTMSCMATPH1F_YR1_2024/5,45.0
6hrs per day,PTMSCTHEPH1F_YR1_2024/5,45.0
6hrs per day,UTITALHMAH_YR2_2024/5,46.0
6hrs per day,UTMAHARABU1F_YR2_2024/5,46.0
6hrs per day,UTMAHPSYEC2F_YR3_2024/5,46.0
6hrs per day,UTAPMAT_YR4_2024/5,46.0
6hrs per day,UTMMAAPPMA1F_YR4_2024/5,46.0
6hrs per day,UTMMAAPPMA1F_YR5_2024/5,46.0
6hrs per day,UTNURSING01F_YR1_2024/5,46.0
6hrs per day,UTSCYSA_YR3_2024/5,46.0
6hrs per day,UTRUSSHMAH_YR2_2024/5,47.0
6hrs per day,UTINFMT_YR5_2024/5,47.0
6hrs per day,UTLLBLAWHO1F_YR2_2024/5,47.0
6hrs per day,UTLLBLAWOG1F_YR2_2024/5,47.0
6hrs per day,UTLLBLAWOR1F_YR2_2024/5,47.0
6hrs per day,UTBMEHEASC1F_YR3_2024/5,48.0
6hrs per day,UTBMEHEASC2F_YR1_2024/5,48.0
6hrs per day,UTLAWGE_YR2_2024/5,48.0
6hrs per day,UTCOGSCBS_YR2_2024/5,48.0
6hrs per day,UTARAEC_YR4_2024/5,49.0
6hrs per day,UTECNMC_YR3_2024/5,49.0
6hrs per day,UTMAHCHIEC1F_YR4_2024/5,49.0
6hrs per day,UTLAWCE_YR2_2024/5,49.0
6hrs per day,UTLAWSP_YR2_2024/5,49.0
6hrs per day,UTFREPO_YR2_2024/5,49.0
6hrs per day,UTMATHB_YR4_2024/5,50.0
6hrs per day,UTMATHM_YR4_2024/5,50.0
6hrs per day,UTMMATHEMA1F_YR4_2024/5,50.0
6hrs per day,UTPHIMA_YR4_2024/5,50.0
6hrs per day,UTBNGELCOS1F_YR3_2024/5,50.0
6hrs per day,UTELECS_YR3_2024/5,50.0
6hrs per day,UTMAHBUSEC1F_YR2_2024/5,51.0
6hrs per day,UTMAHBUSEC1F_YR3_2024/5,51.0
6hrs per day,UTBSCESPGE1F_YR3_2024/5,51.0
6hrs per day,UTGEOPG_YR3_2024/5,51.0
6hrs per day,UTGEOPHG_YR3_2024/5,51.0
6hrs per day,UTMESESPGE1F_YR3_2024/5,51.0
6hrs per day,UTECNMS_YR3_2024/5,51.0
6hrs per day,UTCOGSCBS_YR1_2024/5,51.0
6hrs per day,PTMSCDATSC1F_YR1_2024/5,51.0
6hrs per day,PTMSCDATSC1P_YR1_2024/5,51.0
6hrs per day,PTMSCDATSC2P_YR1_2024/5,51.0
6hrs per day,UTMAHLECOM1F_YR2_2024/5,51.0
6hrs per day,UTAINTL_YR3_2024/5,51.0
6hrs per day,UTCOGSCBS_YR3_2024/5,51.0
6hrs per day,UTSCYPS_YR3_2024/5,51.0
6hrs per day,UTBMEBHADS1F_YR1_2024/5,52.0
6hrs per day,UTBMEBHADS2F_YR1_2024/5,52.0
6hrs per day,UTBSCBHADS1F_YR4_2024/5,52.0
6hrs per day,UTMAHGERBU1F_YR2_2024/5,52.0
6hrs per day,UTMAHSUSDE1F_YR1_2024/5,52.0
6hrs per day,UTMATPH_YR4_2024/5,52.0
6hrs per day,UTSANSP_YR3_2024/5,52.0
6hrs per day,UTASPHM_YR5_2024/5,52.0
6hrs per day,UTCOPHM_YR5_2024/5,52.0
6hrs per day,UTMPHYPHYM1F_YR5_2024/5,52.0
6hrs per day,UTPHYSM_YR5_2024/5,52.0
6hrs per day,UTTHEPHMPHYS_YR5_2024/5,52.0
6hrs per day,UTFRENHMAH_YR2_2024/5,53.0
6hrs per day,UTMAHSPABU1F_YR2_2024/5,53.0
6hrs per day,UTLAWPO_YR1_2024/5,53.0
6hrs per day,UTLLBINT_YR1_2024/5,53.0
6hrs per day,UTMATST_YR4_2024/5,53.0
6hrs per day,UTSANSP_YR4_2024/5,53.0
6hrs per day,UTBMEPSYCH1F_YR3_2024/5,53.0
6hrs per day,PTMSCAINTL1F_YR1_2024/5,54.0
6hrs per day,PTMSCCMPSI1F_YR1_2024/5,54.0
6hrs per day,PTMSCAINTL2P_YR1_2024/5,54.0
6hrs per day,PTMSCCOMSC1P_YR1_2024/5,54.0
6hrs per day,PTMSCINFEM2P_YR1_2024/5,54.0
6hrs per day,PTMSCINFEM5P_YR1_2024/5,54.0
6hrs per day,UTPHIPO_YR2_2024/5,55.0
6hrs per day,UTGGPSO_YR3_2024/5,55.0
6hrs per day,UTBNGELCOS1F_YR4_2024/5,55.0
6hrs per day,UTMPHYPHYY1F_YR5_2024/5,55.0
6hrs per day,UTMAHACCBU1F_YR2_2024/5,56.0
6hrs per day,UTECNFIMAH_YR4_2024/5,56.0
6hrs per day,UTECNES_YR4_2024/5,56.0
6hrs per day,UTLAWSY_YR2_2024/5,56.0
6hrs per day,UTCMPMA_YR3_2024/5,56.0
6hrs per day,UTMAHBUSHR1F_YR1_2024/5,57.0
6hrs per day,UTIBUSN_YR1_2024/5,57.0
6hrs per day,UTMAHBUSDA1F_YR1_2024/5,57.0
6hrs per day,UTMAHBUSEC1F_YR1_2024/5,57.0
6hrs per day,UTMAHBUSMK1F_YR1_2024/5,57.0
6hrs per day,UTMAHBUSMN1F_YR1_2024/5,57.0
6hrs per day,UTMAHBUSSE1F_YR1_2024/5,57.0
6hrs per day,UTMAHIBUCH1F_YR1_2024/5,57.0
6hrs per day,UTMAHIBUJA1F_YR1_2024/5,57.0
6hrs per day,UTBMEBIOSC1F_YR3_2024/5,57.0
6hrs per day,UTBSCBIOSC2F_YR4_2024/5,57.0
6hrs per day,UTBSVBIOSC1F_YR3_2024/5,57.0
6hrs per day,UTMAHFINBU1F_YR2_2024/5,57.0
6hrs per day,UTLAWAC_YR2_2024/5,57.0
6hrs per day,UTLAWFR_YR2_2024/5,57.0
6hrs per day,UTMATMU_YR4_2024/5,57.0
6hrs per day,UTELECS_YR4_2024/5,57.0
6hrs per day,UTECNAC_YR3_2024/5,58.0
6hrs per day,UTLAWSG_YR2_2024/5,58.0
6hrs per day,UTSOPLA_YR2_2024/5,58.0
6hrs per day,UTCOPHB_YR4_2024/5,58.0
6hrs per day,UTCOPHM_YR4_2024/5,58.0
6hrs per day,UTMPHYPHYM1F_YR4_2024/5,58.0
6hrs per day,UTPHYME_YR4_2024/5,58.0
6hrs per day,UTPHYSB_YR4_2024/5,58.0
6hrs per day,UTPHYSM_YR4_2024/5,58.0
6hrs per day,UTTHEPHBSCH_YR4_2024/5,58.0
6hrs per day,UTTHEPHMPHYS_YR4_2024/5,58.0
6hrs per day,UTLAWSA_YR2_2024/5,59.0
6hrs per day,UTASPHB_YR4_2024/5,59.0
6hrs per day,UTASPHM_YR4_2024/5,59.0
6hrs per day,UTMAHIBUFR1F_YR1_2024/5,60.0
