Rule,CourseID,Num_Violations
Clash,PTMSCHISTY1F_YR1_2024/5,1.0
Clash,PTMSCHISTY1P_YR1_2024/5,1.0
Clash,PTMSCHISTY1P_YR2_2024/5,1.0
Clash,PTMSCHPCDS1F_YR1_2024/5,4.0
Clash,PTMSCHPCMP1F_YR1_2024/5,4.0
Clash,PTMSCHUMCN1F_YR1_2024/5,1.0
Clash,PTMSCHUMRM1F_YR1_2024/5,1.0
Clash,PTMSCICCCS1F_YR1_2024/5,1.0
Clash,PTMSCICCCS1P_YR1_2024/5,1.0
Clash,PTMSCILFAD1F_YR1_2024/5,3.0
Clash,PTMSCILFAD1P_YR1_2024/5,1.0
Clash,PTMSCILFAD1P_YR2_2024/5,2.0
Clash,PTMSCIMCAH1F_YR1_2024/5,1.0
Clash,PTMSCIMCAH1P_YR1_2024/5,1.0
Clash,PTMSCINCED1F_YR1_2024/5,1.0
Clash,PTMSCINCED1P_YR1_2024/5,1.0
Clash,PTMSCINCED1P_YR2_2024/5,1.0
Clash,PTMSCINCED1U_YR1_2024/5,1.0
Clash,PTMSCINCED1U_YR2_2024/5,1.0
Clash,PTMSCINCED1U_YR3_2024/5,1.0
Clash,PTMSCINCED1U_YR4_2024/5,1.0
Clash,PTMSCINCED1U_YR5_2024/5,1.0
Clash,PTMSCINCED1U_YR6_2024/5,1.0
Clash,PTMSCINEUP1F_YR1_2024/5,2.0
Clash,PTMSCINEUP1P_YR1_2024/5,2.0
Clash,PTMSCINEUP1P_YR2_2024/5,2.0
Clash,PTMSCINFEM1P_YR1_2024/5,7.0
6hrs per day,PTMSCINFEM1P_YR1_2024/5,34.0
Clash,PTMSCINFEM1P_YR2_2024/5,7.0
6hrs per day,PTMSCINFEM1P_YR2_2024/5,31.0
Clash,PTMSCINFEM2P_YR1_2024/5,7.0
6hrs per day,PTMSCINFEM2P_YR1_2024/5,49.0
Clash,PTMSCINFEM2P_YR2_2024/5,7.0
6hrs per day,PTMSCINFEM2P_YR2_2024/5,34.0
Clash,PTMSCINFEM5P_YR1_2024/5,8.0
6hrs per day,PTMSCINFEM5P_YR1_2024/5,49.0
Clash,PTMSCINFEM5P_YR2_2024/5,7.0
6hrs per day,PTMSCINFEM5P_YR2_2024/5,34.0
Clash,PTMSCINHRM1F_YR1_2024/5,1.0
Clash,PTMSCINTER1F_YR1_2024/5,6.0
6hrs per day,PTMSCINTER1F_YR1_2024/5,31.0
Clash,PTMSCINTER1P_YR1_2024/5,2.0
Clash,PTMSCINTER1P_YR2_2024/5,5.0
6hrs per day,PTMSCINTER1P_YR2_2024/5,16.0
Clash,PTMSCINTER2P_YR2_2024/5,1.0
Clash,PTMSCINTER3P_YR2_2024/5,1.0
Clash,PTMSCINTER3P_YR3_2024/5,1.0
Clash,PTMSCINTHI1F_YR1_2024/5,1.0
Clash,PTMSCINTHI1P_YR1_2024/5,1.0
Clash,PTMSCINTHI1P_YR2_2024/5,1.0
Clash,PTMSCINTME2P_YR1_2024/5,2.0
Clash,PTMSCINTME2P_YR2_2024/5,2.0
Clash,PTMSCINTME3F_YR1_2024/5,2.0
Clash,PTMSCINTRE1F_YR1_2024/5,5.0
Clash,PTMSCINTRE1P_YR1_2024/5,5.0
Clash,PTMSCINTRE1P_YR2_2024/5,4.0
Clash,PTMSCISLAM1F_YR1_2024/5,1.0
Clash,PTMSCISLAM1P_YR1_2024/5,1.0
Clash,PTMSCISLAM1P_YR2_2024/5,1.0
Clash,PTMSCLANED1F_YR1_2024/5,4.0
6hrs per day,PTMSCLANED1F_YR1_2024/5,14.0
Clash,PTMSCLANED1P_YR1_2024/5,4.0
6hrs per day,PTMSCLANED1P_YR1_2024/5,14.0
Clash,PTMSCLANED1P_YR2_2024/5,5.0
6hrs per day,PTMSCLANED1P_YR2_2024/5,16.0
Clash,PTMSCLANIC1F_YR1_2024/5,3.0
Clash,PTMSCLANIC1P_YR1_2024/5,3.0
Clash,PTMSCLANIC1P_YR2_2024/5,3.0
Clash,PTMSCLANIC1U_YR1_2024/5,3.0
Clash,PTMSCLANIC1U_YR2_2024/5,3.0
Clash,PTMSCLANIC1U_YR3_2024/5,3.0
Clash,PTMSCLANIC1U_YR4_2024/5,3.0
Clash,PTMSCLANIC1U_YR5_2024/5,3.0
Clash,PTMSCLANIC1U_YR6_2024/5,3.0
Clash,PTMSCLANWE1F_YR1_2024/5,5.0
Clash,PTMSCLANWE1P_YR1_2024/5,1.0
Clash,PTMSCLANWE1P_YR2_2024/5,4.0
Clash,PTMSCLDAEM1F_YR1_2024/5,1.0
Clash,PTMSCLINGU1F_YR1_2024/5,2.0
6hrs per day,PTMSCMACHE1F_YR1_2024/5,2.0
Clash,PTMSCMACHE1F_YR1_2024/5,3.0
Clash,PTMSCMAEEC1F_YR1_2024/5,5.0
6hrs per day,PTMSCMAEEC1F_YR1_2024/5,17.0
Clash,PTMSCMARKE1F_YR1_2024/5,2.0
Clash,PTMSCMARSP1F_YR1_2024/5,4.0
Clash,PTMSCMARSP1P_YR1_2024/5,1.0
Clash,PTMSCMARSP1P_YR2_2024/5,3.0
Clash,PTMSCMATPH1F_YR1_2024/5,12.0
6hrs per day,PTMSCMATPH1F_YR1_2024/5,45.0
Clash,PTMSCMEDAN1F_YR1_2024/5,3.0
6hrs per day,PTMSCMEDAN1F_YR1_2024/5,6.0
Clash,PTMSCMEDAN1P_YR1_2024/5,3.0
6hrs per day,PTMSCMEDAN1P_YR1_2024/5,6.0
Clash,PTMSCMEDAN1P_YR2_2024/5,3.0
6hrs per day,PTMSCMEDAN1P_YR2_2024/5,6.0
Clash,PTMSCMEDAR1F_YR1_2024/5,1.0
Clash,PTMSCMEDAR1P_YR1_2024/5,1.0
Clash,PTMSCMEDAR1P_YR2_2024/5,1.0
6hrs per day,PTMSCMEDCH1F_YR1_2024/5,1.0
Clash,PTMSCMEDCH1F_YR1_2024/5,3.0
Clash,PTMSCMEDHI1F_YR1_2024/5,1.0
Clash,PTMSCMEDHI1P_YR1_2024/5,1.0
Clash,PTMSCMEDHI1P_YR2_2024/5,1.0
Clash,PTMSCMGMNT1F_YR1_2024/5,5.0
Clash,PTMSCMHCYP1F_YR1_2024/5,3.0
Clash,PTMSCMHCYP1U_YR1_2024/5,2.0
Clash,PTMSCMHCYP2U_YR1_2024/5,2.0
Clash,PTMSCMOBIG1F_YR1_2024/5,2.0
Clash,PTMSCMOBIG1P_YR1_2024/5,2.0
Clash,PTMSCMOBIG1P_YR2_2024/5,2.0
Clash,PTMSCNATGP1F_YR1_2024/5,5.0
Clash,PTMSCNATGP1P_YR2_2024/5,5.0
Clash,PTMSCODSTE1F_YR1_2024/5,2.0
6hrs per day,PTMSCODSTE1F_YR1_2024/5,38.0
Clash,PTMSCODSTE1P_YR1_2024/5,2.0
6hrs per day,PTMSCODSTE1P_YR1_2024/5,38.0
Clash,PTMSCODSTE1U_YR1_2024/5,2.0
6hrs per day,PTMSCODSTE1U_YR1_2024/5,38.0
Clash,PTMSCOPRDS1F_YR1_2024/5,6.0
6hrs per day,PTMSCOPRDS1F_YR1_2024/5,26.0
Clash,PTMSCOPRDS1P_YR1_2024/5,4.0
6hrs per day,PTMSCOPRDS1P_YR1_2024/5,14.0
Clash,PTMSCOPRDS1P_YR2_2024/5,6.0
6hrs per day,PTMSCOPRDS1P_YR2_2024/5,12.0
Clash,PTMSCORCPO1F_YR1_2024/5,5.0
6hrs per day,PTMSCORCPO1F_YR1_2024/5,18.0
Clash,PTMSCORCPO1P_YR1_2024/5,2.0
6hrs per day,PTMSCORCPO1P_YR2_2024/5,4.0
Clash,PTMSCORCPO1P_YR2_2024/5,5.0
Clash,PTMSCORRIS1F_YR1_2024/5,5.0
6hrs per day,PTMSCORRIS1F_YR1_2024/5,18.0
Clash,PTMSCORRIS1P_YR1_2024/5,2.0
6hrs per day,PTMSCORRIS1P_YR2_2024/5,4.0
Clash,PTMSCORRIS1P_YR2_2024/5,5.0
Clash,PTMSCORSCH1F_YR1_2024/5,5.0
6hrs per day,PTMSCORSCH1F_YR1_2024/5,18.0
Clash,PTMSCORSCH1P_YR1_2024/5,2.0
6hrs per day,PTMSCORSCH1P_YR2_2024/5,4.0
Clash,PTMSCORSCH1P_YR2_2024/5,5.0
Clash,PTMSCOUTED1F_YR1_2024/5,2.0
6hrs per day,PTMSCOUTED1F_YR1_2024/5,38.0
Clash,PTMSCOUTED1P_YR1_2024/5,2.0
6hrs per day,PTMSCOUTED1P_YR1_2024/5,38.0
Clash,PTMSCOUTED1U_YR1_2024/5,2.0
6hrs per day,PTMSCOUTED1U_YR1_2024/5,38.0
Clash,PTMSCPANUP1F_YR1_2024/5,8.0
6hrs per day,PTMSCPANUP1F_YR1_2024/5,23.0
Clash,PTMSCPERPS1F_YR1_2024/5,3.0
Clash,PTMSCPERPS1P_YR1_2024/5,3.0
Clash,PTMSCPERPS1U_YR1_2024/5,3.0
Clash,PTMSCPERPS1U_YR2_2024/5,3.0
Clash,PTMSCPERPS1U_YR3_2024/5,3.0
Clash,PTMSCPERPS1U_YR4_2024/5,3.0
Clash,PTMSCPERPS1U_YR5_2024/5,3.0
Clash,PTMSCPERPS1U_YR6_2024/5,3.0
Clash,PTMSCPHACH1F_YR1_2024/5,2.0
Clash,PTMSCPHACH1P_YR1_2024/5,2.0
Clash,PTMSCPHACH2P_YR1_2024/5,2.0
Clash,PTMSCPHONE1F_YR1_2024/5,1.0
Clash,PTMSCPSYLI2F_YR1_2024/5,1.0
Clash,PTMSCPSYMH1F_YR1_2024/5,3.0
Clash,PTMSCPSYMH1U_YR1_2024/5,3.0
Clash,PTMSCPSYMH1U_YR2_2024/5,3.0
Clash,PTMSCPSYMH1U_YR3_2024/5,3.0
Clash,PTMSCPSYMH1U_YR4_2024/5,3.0
Clash,PTMSCPSYMH1U_YR5_2024/5,3.0
Clash,PTMSCPSYRE1F_YR1_2024/5,1.0
Clash,PTMSCPSYTH1F_YR1_2024/5,1.0
Friday Afternoon,PTMSCPSYTH1F_YR2_2024/5,3.0
Clash,PTMSCPSYTH1F_YR2_2024/5,5.0
6hrs per day,PTMSCPSYTH1F_YR2_2024/5,43.0
Friday Afternoon,PTMSCPSYTH1U_YR1_2024/5,3.0
Clash,PTMSCPSYTH1U_YR1_2024/5,5.0
6hrs per day,PTMSCPSYTH1U_YR1_2024/5,43.0
Clash,PTMSCPUBPO1F_YR1_2024/5,4.0
6hrs per day,PTMSCPUBPO1F_YR1_2024/5,23.0
Clash,PTMSCPUBPO1P_YR1_2024/5,4.0
6hrs per day,PTMSCPUBPO1P_YR1_2024/5,23.0
Clash,PTMSCPUBPO1P_YR2_2024/5,4.0
6hrs per day,PTMSCPUBPO1P_YR2_2024/5,22.0
Clash,PTMSCPWRIT1F_YR1_2024/5,1.0
Clash,PTMSCPWRIT1P_YR1_2024/5,1.0
Clash,PTMSCPYCHI1F_YR1_2024/5,1.0
Clash,PTMSCQUGGA1F_YR1_2024/5,4.0
Clash,PTMSCQUGGA2P_YR1_2024/5,4.0
Clash,PTMSCQUGGA2P_YR2_2024/5,1.0
Clash,PTMSCRMRGH1F_YR1_2024/5,1.0
Clash,PTMSCRMRGH1P_YR1_2024/5,1.0
Clash,PTMSCRMRGH1P_YR2_2024/5,1.0
Clash,PTMSCSANPY1F_YR1_2024/5,4.0
Clash,PTMSCSANPY1P_YR1_2024/5,4.0
Clash,PTMSCSANPY1P_YR2_2024/5,4.0
Clash,PTMSCSCOHI1F_YR1_2024/5,1.0
Clash,PTMSCSCOHI1P_YR1_2024/5,1.0
Clash,PTMSCSCOHI1P_YR2_2024/5,1.0
Clash,PTMSCSCTSO1F_YR1_2024/5,2.0
Clash,PTMSCSCTSO1P_YR1_2024/5,1.0
Clash,PTMSCSCTSO1P_YR2_2024/5,2.0
Clash,PTMSCSIPRC1F_YR1_2024/5,1.0
Clash,PTMSCSJUCA1P_YR1_2024/5,1.0
Clash,PTMSCSJUCA1P_YR2_2024/5,1.0
Clash,PTMSCSJUCA1U_YR1_2024/5,1.0
Clash,PTMSCSJUCA1U_YR2_2024/5,1.0
Clash,PTMSCSJUCA1U_YR3_2024/5,1.0
Clash,PTMSCSJUCA1U_YR4_2024/5,1.0
Clash,PTMSCSJUCA1U_YR5_2024/5,1.0
Clash,PTMSCSLANP1F_YR1_2024/5,2.0
Clash,PTMSCSNDES1F_YR1_2024/5,3.0
Clash,PTMSCSNDES1P_YR1_2024/5,3.0
Clash,PTMSCSNDES1P_YR2_2024/5,3.0
Clash,PTMSCSOASU1F_YR1_2024/5,6.0
6hrs per day,PTMSCSOASU1F_YR1_2024/5,21.0
Clash,PTMSCSOASU1P_YR1_2024/5,2.0
Clash,PTMSCSOASU1P_YR2_2024/5,4.0
6hrs per day,PTMSCSOASU1P_YR2_2024/5,8.0
Clash,PTMSCSOASU2P_YR1_2024/5,6.0
6hrs per day,PTMSCSOASU2P_YR1_2024/5,21.0
Clash,PTMSCSOASU2P_YR2_2024/5,4.0
6hrs per day,PTMSCSOASU2P_YR2_2024/5,8.0
Clash,PTMSCSOCGC1F_YR1_2024/5,5.0
6hrs per day,PTMSCSOCGC1F_YR1_2024/5,17.0
Clash,PTMSCSOCGC1P_YR1_2024/5,5.0
6hrs per day,PTMSCSOCGC1P_YR1_2024/5,17.0
Clash,PTMSCSOCGC1P_YR2_2024/5,5.0
6hrs per day,PTMSCSOCGC1P_YR2_2024/5,14.0
Clash,PTMSCSOCPS1F_YR1_2024/5,2.0
Clash,PTMSCSORES1F_YR1_2024/5,2.0
Clash,PTMSCSORES1P_YR1_2024/5,2.0
Clash,PTMSCSPMID1F_YR1_2024/5,3.0
Clash,PTMSCSPMID1U_YR1_2024/5,3.0
Clash,PTMSCSPMID1U_YR2_2024/5,3.0
Clash,PTMSCSPMID1U_YR3_2024/5,3.0
Clash,PTMSCSPMID1U_YR4_2024/5,3.0
Clash,PTMSCSPMID1U_YR5_2024/5,3.0
Clash,PTMSCSPMID1U_YR6_2024/5,3.0
Clash,PTMSCSSBIO1F_YR1_2024/5,4.0
Clash,PTMSCSTADS1F_YR1_2024/5,5.0
6hrs per day,PTMSCSTADS1F_YR1_2024/5,20.0
Clash,PTMSCSTADS1P_YR1_2024/5,5.0
6hrs per day,PTMSCSTADS1P_YR1_2024/5,17.0
Clash,PTMSCSTADS1P_YR2_2024/5,5.0
6hrs per day,PTMSCSTADS1P_YR2_2024/5,17.0
Clash,PTMSCSTATO1F_YR1_2024/5,5.0
6hrs per day,PTMSCSTATO1F_YR1_2024/5,18.0
Clash,PTMSCSTATO1P_YR1_2024/5,4.0
6hrs per day,PTMSCSTATO1P_YR1_2024/5,9.0
6hrs per day,PTMSCSTATO1P_YR2_2024/5,2.0
Clash,PTMSCSTATO1P_YR2_2024/5,3.0
Clash,PTMSCSTCON1F_YR1_2024/5,2.0
Clash,PTMSCSTCON1P_YR1_2024/5,2.0
Clash,PTMSCSTCON1U_YR1_2024/5,2.0
Clash,PTMSCSUSES1F_YR1_2024/5,4.0
6hrs per day,PTMSCSYBIO1F_YR1_2024/5,5.0
Clash,PTMSCSYBIO1F_YR1_2024/5,5.0
Clash,PTMSCTESOL1F_YR1_2024/5,3.0
6hrs per day,PTMSCTESOL1F_YR1_2024/5,17.0
Clash,PTMSCTESOL1U_YR1_2024/5,3.0
6hrs per day,PTMSCTESOL1U_YR1_2024/5,17.0
Clash,PTMSCTESOL1U_YR2_2024/5,3.0
6hrs per day,PTMSCTESOL1U_YR2_2024/5,17.0
Clash,PTMSCTESOL1U_YR3_2024/5,3.0
6hrs per day,PTMSCTESOL1U_YR3_2024/5,17.0
Clash,PTMSCTESOL1U_YR4_2024/5,3.0
6hrs per day,PTMSCTESOL1U_YR4_2024/5,17.0
Clash,PTMSCTESOL1U_YR5_2024/5,3.0
6hrs per day,PTMSCTESOL1U_YR5_2024/5,17.0
Clash,PTMSCTESOL1U_YR6_2024/5,3.0
6hrs per day,PTMSCTESOL1U_YR6_2024/5,17.0
Clash,PTMSCTHEPH1F_YR1_2024/5,12.0
6hrs per day,PTMSCTHEPH1F_YR1_2024/5,45.0
Clash,PTMSCTRALT1F_YR2_2024/5,1.0
Clash,PTMSCTRALT2F_YR2_2024/5,1.0
Clash,PTMSCTRALT3F_YR2_2024/5,1.0
Clash,PTMSCTRALT4F_YR2_2024/5,1.0
Clash,PTMSCTRALT6F_YR2_2024/5,1.0
Clash,PTMSCTRANS1F_YR1_2024/5,4.0
Clash,PTMSCTRANS1P_YR1_2024/5,2.0
Clash,PTMSCTRANS1P_YR2_2024/5,4.0
Clash,PTMUSCMPST1F_YR1_2024/5,3.0
Clash,PTMUSMUSCO1F_YR1_2024/5,1.0
Clash,PTMUSMUSCO1P_YR1_2024/5,1.0
Clash,PTMUSMUSCO1P_YR2_2024/5,1.0
Clash,PTPGCCEIDE1F_YR1_2024/5,3.0
Clash,PTPGCCRIND1F_YR1_2024/5,1.0
Clash,PTPGCEECPF1F_YR1_2024/5,1.0
Clash,PTPGCGLECH1P_YR1_2024/5,1.0
Clash,PTPGCINCED1F_YR1_2024/5,1.0
Clash,PTPGCINCED1U_YR1_2024/5,1.0
Clash,PTPGCINCED1U_YR2_2024/5,1.0
Clash,PTPGCLANIC1U_YR1_2024/5,3.0
Clash,PTPGCLANIC1U_YR2_2024/5,3.0
Clash,PTPGCLELEH1U_YR1_2024/5,2.0
Clash,PTPGCNRHBC1U_YR1_2024/5,1.0
Clash,PTPGCNRHBC1U_YR2_2024/5,1.0
Clash,PTPGCPHACH1F_YR1_2024/5,1.0
Clash,PTPGCPHACH1P_YR1_2024/5,1.0
Clash,PTPGCTESOL1U_YR1_2024/5,2.0
6hrs per day,PTPGCTESOL1U_YR1_2024/5,12.0
Clash,PTPGCTESOL1U_YR2_2024/5,2.0
6hrs per day,PTPGCTESOL1U_YR2_2024/5,12.0
Clash,PTPGDANBGE1F_YR1_2024/5,4.0
Clash,PTPGDBIOCH2F_YR1_2024/5,3.0
Clash,PTPGDBIOIN1F_YR1_2024/5,2.0
Clash,PTPGDBIOTE1F_YR1_2024/5,5.0
6hrs per day,PTPGDBIOTE1F_YR1_2024/5,8.0
Clash,PTPGDCEIDE1F_YR1_2024/5,3.0
Clash,PTPGDCOUNS1P_YR2_2024/5,1.0
Clash,PTPGDCOUNS1P_YR3_2024/5,1.0
Clash,PTPGDCRIND1F_YR1_2024/5,1.0
Clash,PTPGDDANSE1F_YR1_2024/5,3.0
Clash,PTPGDDANSE1U_YR1_2024/5,3.0
Clash,PTPGDDDITB1F_YR1_2024/5,4.0
Clash,PTPGDEECPF1F_YR1_2024/5,5.0
Clash,PTPGDEVOGE1F_YR1_2024/5,4.0
Clash,PTPGDHCTGE1F_YR1_2024/5,4.0
Clash,PTPGDIEDLE1P_YR1_2024/5,1.0
Clash,PTPGDIEDLE1U_YR1_2024/5,1.0
Clash,PTPGDIEDLE1U_YR2_2024/5,1.0
Clash,PTPGDIEDLE1U_YR3_2024/5,1.0
Clash,PTPGDIEDLE1U_YR4_2024/5,1.0
Clash,PTPGDIEVIL1P_YR1_2024/5,1.0
Clash,PTPGDIEVIL1P_YR2_2024/5,1.0
Clash,PTPGDIEVIL1U_YR1_2024/5,1.0
Clash,PTPGDIEVIL1U_YR2_2024/5,1.0
Clash,PTPGDIEVIL1U_YR3_2024/5,1.0
Clash,PTPGDIEVIL1U_YR4_2024/5,1.0
Clash,PTPGDINCED1F_YR1_2024/5,1.0
Clash,PTPGDINCED1P_YR1_2024/5,1.0
Clash,PTPGDINCED1P_YR2_2024/5,1.0
Clash,PTPGDINCED1U_YR1_2024/5,1.0
Clash,PTPGDINCED1U_YR2_2024/5,1.0
Clash,PTPGDINCED1U_YR3_2024/5,1.0
Clash,PTPGDINCED1U_YR4_2024/5,1.0
Clash,PTPGDLANED1F_YR1_2024/5,4.0
6hrs per day,PTPGDLANED1F_YR1_2024/5,14.0
Clash,PTPGDLANED1P_YR1_2024/5,4.0
6hrs per day,PTPGDLANED1P_YR1_2024/5,14.0
Clash,PTPGDLANED1P_YR2_2024/5,4.0
6hrs per day,PTPGDLANED1P_YR2_2024/5,14.0
Clash,PTPGDLANIC1F_YR1_2024/5,3.0
Clash,PTPGDLANIC1U_YR1_2024/5,3.0
Clash,PTPGDLANIC1U_YR2_2024/5,3.0
Clash,PTPGDLANIC1U_YR3_2024/5,3.0
Clash,PTPGDLANIC1U_YR4_2024/5,3.0
Clash,PTPGDLEALE1U_YR1_2024/5,2.0
Clash,PTPGDODSTE1F_YR1_2024/5,2.0
6hrs per day,PTPGDODSTE1F_YR1_2024/5,38.0
Clash,PTPGDODSTE1P_YR1_2024/5,2.0
6hrs per day,PTPGDODSTE1P_YR1_2024/5,38.0
Clash,PTPGDODSTE1U_YR1_2024/5,2.0
6hrs per day,PTPGDODSTE1U_YR1_2024/5,38.0
Clash,PTPGDOUTED1F_YR1_2024/5,2.0
6hrs per day,PTPGDOUTED1F_YR1_2024/5,38.0
Clash,PTPGDOUTED1P_YR1_2024/5,2.0
6hrs per day,PTPGDOUTED1P_YR1_2024/5,38.0
Clash,PTPGDOUTED1U_YR1_2024/5,2.0
6hrs per day,PTPGDOUTED1U_YR1_2024/5,38.0
Clash,PTPGDPERPS1F_YR1_2024/5,3.0
Clash,PTPGDPERPS1P_YR1_2024/5,3.0
Clash,PTPGDPERPS1U_YR1_2024/5,3.0
Clash,PTPGDPERPS1U_YR2_2024/5,3.0
Clash,PTPGDPERPS1U_YR3_2024/5,3.0
Clash,PTPGDPERPS1U_YR4_2024/5,3.0
Clash,PTPGDPHACH1F_YR1_2024/5,2.0
Clash,PTPGDPHACH1P_YR1_2024/5,2.0
Clash,PTPGDPHACH2P_YR1_2024/5,2.0
Clash,PTPGDPROLP1F_YR1_2024/5,4.0
6hrs per day,PTPGDPROLP1F_YR1_2024/5,26.0
Clash,PTPGDPROLP1P_YR1_2024/5,2.0
6hrs per day,PTPGDPROLP1P_YR1_2024/5,8.0
Clash,PTPGDPROLP1P_YR2_2024/5,2.0
Clash,PTPGDQUGGA1F_YR1_2024/5,4.0
Clash,PTPGDSJUCA1U_YR1_2024/5,1.0
Clash,PTPGDSSBIO1F_YR1_2024/5,4.0
Clash,PTPGDSTCON1F_YR1_2024/5,2.0
Clash,PTPGDSTCON1P_YR1_2024/5,2.0
Clash,PTPGDSTCON1U_YR1_2024/5,2.0
6hrs per day,PTPGDSYBIO2F_YR1_2024/5,5.0
Clash,PTPGDSYBIO2F_YR1_2024/5,5.0
Clash,PTPGDTESOL1F_YR1_2024/5,3.0
6hrs per day,PTPGDTESOL1F_YR1_2024/5,17.0
Clash,PTPGDTESOL1U_YR1_2024/5,3.0
6hrs per day,PTPGDTESOL1U_YR1_2024/5,17.0
Clash,PTPGDTESOL1U_YR2_2024/5,3.0
6hrs per day,PTPGDTESOL1U_YR2_2024/5,17.0
Clash,PTPGDTESOL1U_YR3_2024/5,3.0
6hrs per day,PTPGDTESOL1U_YR3_2024/5,17.0
Clash,PTSOWRK_YR1_2024/5,2.0
Clash,PTSOWRK_YR2_2024/5,3.0
Clash,UTACCFIMAH_YR1_2024/5,3.0
6hrs per day,UTACCFIMAH_YR1_2024/5,12.0
Clash,UTACCFIMAH_YR2_2024/5,3.0
6hrs per day,UTACCFIMAH_YR3_2024/5,3.0
Clash,UTACCFIMAH_YR3_2024/5,7.0
Clash,UTACCFIMAH_YR4_2024/5,7.0
6hrs per day,UTACCFIMAH_YR4_2024/5,10.0
6hrs per day,UTACMME_YR1_2024/5,1.0
Clash,UTACMME_YR1_2024/5,4.0
6hrs per day,UTACMME_YR2_2024/5,1.0
Clash,UTACMME_YR2_2024/5,4.0
Clash,UTAICSC_YR1_2024/5,2.0
Clash,UTAICSC_YR2_2024/5,4.0
6hrs per day,UTAICSC_YR2_2024/5,7.0
Clash,UTAICSC_YR3_2024/5,6.0
6hrs per day,UTAICSC_YR3_2024/5,39.0
Clash,UTAICSC_YR4_2024/5,11.0
6hrs per day,UTAICSC_YR4_2024/5,78.0
Clash,UTAINTL_YR1_2024/5,2.0
Clash,UTAINTL_YR2_2024/5,3.0
Clash,UTAINTL_YR3_2024/5,8.0
6hrs per day,UTAINTL_YR3_2024/5,51.0
Clash,UTAINTL_YR4_2024/5,11.0
6hrs per day,UTAINTL_YR4_2024/5,78.0
Clash,UTANHGK_YR1_2024/5,3.0
Clash,UTANHGK_YR2_2024/5,4.0
Clash,UTANHIS_YR1_2024/5,3.0
6hrs per day,UTANHIS_YR2_2024/5,2.0
Clash,UTANHIS_YR2_2024/5,3.0
Clash,UTANHLT_YR1_2024/5,3.0
Clash,UTANHLT_YR2_2024/5,4.0
Clash,UTANIMEBAH_YR1_2024/5,3.0
Clash,UTANIMEBAH_YR2_2024/5,2.0
Clash,UTANIMEBAH_YR3_2024/5,4.0
Clash,UTANIMEBAH_YR4_2024/5,1.0
Clash,UTANMEH_YR1_2024/5,14.0
6hrs per day,UTANMEH_YR1_2024/5,103.0
6hrs per day,UTANMEH_YR2_2024/5,2.0
Clash,UTANMEH_YR2_2024/5,3.0
Clash,UTANMEH_YR3_2024/5,1.0
Clash,UTANMEH_YR4_2024/5,1.0
Clash,UTAPMAT_YR1_2024/5,2.0
Clash,UTAPMAT_YR2_2024/5,5.0
Clash,UTAPMAT_YR3_2024/5,4.0
Clash,UTAPMAT_YR4_2024/5,7.0
6hrs per day,UTAPMAT_YR4_2024/5,46.0
Clash,UTAPPSS_YR1_2024/5,3.0
Clash,UTAPPSS_YR2_2024/5,3.0
Clash,UTAPPSS_YR3_2024/5,4.0
Clash,UTAPPSS_YR4_2024/5,3.0
Clash,UTARAAGMAH_YR1_2024/5,2.0
Clash,UTARAAGMAH_YR2_2024/5,1.0
Clash,UTARAEC_YR4_2024/5,7.0
6hrs per day,UTARAEC_YR4_2024/5,49.0
Clash,UTARAFR_YR1_2024/5,2.0
Clash,UTARAFR_YR2_2024/5,3.0
Clash,UTARAFR_YR4_2024/5,1.0
Clash,UTARAHI_YR1_2024/5,4.0
6hrs per day,UTARAHI_YR1_2024/5,21.0
Clash,UTARAHI_YR2_2024/5,6.0
6hrs per day,UTARAHI_YR2_2024/5,44.0
Clash,UTARAPO_YR1_2024/5,2.0
6hrs per day,UTARAPO_YR1_2024/5,11.0
Clash,UTARAPO_YR2_2024/5,4.0
6hrs per day,UTARAPO_YR2_2024/5,29.0
Clash,UTARAPO_YR4_2024/5,9.0
6hrs per day,UTARAPO_YR4_2024/5,67.0
Clash,UTARAPR_YR1_2024/5,2.0
Clash,UTARAPR_YR2_2024/5,1.0
Clash,UTARASA_YR1_2024/5,2.0
Clash,UTARASA_YR2_2024/5,3.0
Clash,UTARASA_YR3_2024/5,1.0
Clash,UTARASA_YR4_2024/5,6.0
6hrs per day,UTARASA_YR4_2024/5,8.0
Clash,UTARASP_YR1_2024/5,3.0
Clash,UTARASP_YR2_2024/5,3.0
Clash,UTARASP_YR4_2024/5,1.0
Clash,UTARCHA_YR1_2024/5,11.0
6hrs per day,UTARCHA_YR1_2024/5,138.0
Clash,UTARCHA_YR2_2024/5,14.0
6hrs per day,UTARCHA_YR2_2024/5,125.0
Clash,UTARCHB_YR1_2024/5,3.0
6hrs per day,UTARCHB_YR1_2024/5,7.0
Clash,UTARCHB_YR2_2024/5,3.0
Clash,UTARCHB_YR3_2024/5,2.0
Clash,UTARCH_YR1_2024/5,3.0
6hrs per day,UTARCH_YR1_2024/5,7.0
Clash,UTARCH_YR2_2024/5,3.0
Clash,UTARCH_YR3_2024/5,2.0
Clash,UTARCH_YR4_2024/5,1.0
Clash,UTARCSA_YR1_2024/5,2.0
Clash,UTARCSA_YR2_2024/5,3.0
Clash,UTARCSA_YR3_2024/5,5.0
6hrs per day,UTARCSA_YR3_2024/5,8.0
